Case,Activity,Timestamp,Resource,label
3499,Review drinks,2024-10-04 20:54:07.707,Waiter-000003,form-based events(2024-10-04 21:00:43.609)
3499,prepare drinks,2024-10-04 21:02:08.339,Barman-000002,
3499,Bring drinks,2024-10-04 21:03:30.040,Barman-000001,form-based events(2024-10-04 21:03:30.040)
3499,Review drinks,2024-10-04 21:03:30.040,Waiter-000005,form-based events(2024-10-04 21:03:47.595)
3499,Prepare main course,2024-10-11 23:56:40.307,Cook-000002,
3499,Signal food complete,2024-10-21 20:10:33.297,Cook-000002,
3499,Bring food,2024-10-21 20:38:52.356,Cook helper-000003,
3499,Deliver to customer,2024-10-21 20:40:41.566,Waiter-000005,
3499,EVENT 8 END,2024-10-21 20:42:15.407,,
35,Take order,2024-05-07 18:45:00.000,Waiter-000004,
35,start,2024-05-07 18:45:00.000,,
35,Review order,2024-05-07 18:46:56.495,Waiter-000001,
35,Prepare main course,2024-05-07 18:47:51.586,Cook-000002,
35,Prepare starter,2024-05-07 18:47:51.586,Cook helper-000002,
35,prepare drinks,2024-05-07 18:47:51.586,Barman-000002,
35,Bring drinks,2024-05-07 18:49:02.905,Barman-000001,
35,Signal food complete,2024-05-07 18:49:50.930,Cook-000002,
35,Review drinks,2024-05-07 18:50:00.157,Waiter-000005,
35,Bring food,2024-05-07 20:05:05.234,Cook helper-000001,
35,Deliver to customer,2024-05-07 20:10:32.380,Waiter-000004,
35,EVENT 8 END,2024-05-07 20:11:11.160,,
350,Take order,2024-05-21 01:30:00.000,Waiter-000005,
350,start,2024-05-21 01:30:00.000,,
350,Review order,2024-05-21 01:30:11.823,Waiter-000002,
350,prepare drinks,2024-05-21 01:32:05.357,Barman-000002,
350,Bring drinks,2024-05-21 01:32:10.204,Barman-000003,
350,Review drinks,2024-05-21 01:34:57.290,Waiter-000004,
350,Prepare main course,2024-05-21 21:48:54.589,Cook-000003,
350,Signal food complete,2024-05-22 18:28:21.241,Cook-000003,
350,Bring food,2024-05-22 18:40:48.704,Cook helper-000001,
350,Deliver to customer,2024-05-22 18:43:51.402,Waiter-000004,
350,EVENT 8 END,2024-05-22 18:45:27.206,,
3500,Take order,2024-10-04 21:00:00.000,Waiter-000001,
3500,start,2024-10-04 21:00:00.000,,
3500,Review order,2024-10-04 21:03:39.770,Waiter-000004,
3500,prepare drinks,2024-10-04 21:03:51.184,Barman-000003,
3500,Bring drinks,2024-10-04 21:16:32.461,Barman-000002,form-based events(2024-10-04 21:16:32.461)
3500,Review drinks,2024-10-04 21:16:32.461,Waiter-000004,form-based events(2024-10-04 21:18:40.784)
3500,Prepare main course,2024-10-12 00:00:49.763,Cook-000002,
3500,Signal food complete,2024-10-21 20:16:09.955,Cook-000003,
3500,Bring food,2024-10-21 20:56:28.242,Cook helper-000002,
3500,Deliver to customer,2024-10-21 20:59:09.041,Waiter-000003,
3500,EVENT 8 END,2024-10-21 21:00:57.410,,
3501,Take order,2024-10-04 21:15:00.000,Waiter-000003,
3501,start,2024-10-04 21:15:00.000,,
3501,Review order,2024-10-04 21:16:47.275,Waiter-000001,
3501,Prepare starter,2024-10-04 21:18:10.254,Cook helper-000003,
3501,prepare drinks,2024-10-04 21:18:10.254,Barman-000001,
3501,Bring drinks,2024-10-04 21:30:53.532,Barman-000003,
3501,Review drinks,2024-10-04 21:38:02.275,Waiter-000001,
3501,prepare drinks,2024-10-04 21:39:20.445,Barman-000003,
3501,Bring drinks,2024-10-04 21:42:32.092,Barman-000001,
3501,Review drinks,2024-10-04 21:42:48.404,Waiter-000005,
3501,prepare drinks,2024-10-04 21:45:26.901,Barman-000001,
3501,Bring drinks,2024-10-04 21:45:52.591,Barman-000002,
3501,Review drinks,2024-10-04 21:53:05.995,Waiter-000001,
3501,prepare drinks,2024-10-04 21:53:35.856,Barman-000002,
3501,Bring drinks,2024-10-04 21:57:45.399,Barman-000001,
3501,Review drinks,2024-10-04 21:58:02.465,Waiter-000002,
3501,prepare drinks,2024-10-04 21:58:06.700,Barman-000002,
3501,Bring drinks,2024-10-04 22:00:41.296,Barman-000003,
3501,Review drinks,2024-10-04 22:02:05.696,Waiter-000005,
3501,Prepare main course,2024-10-12 00:03:26.373,Cook-000002,
3501,Signal food complete,2024-10-21 20:26:46.990,Cook-000001,
3501,Bring food,2024-10-21 20:59:53.422,Cook helper-000003,
3501,Deliver to customer,2024-10-21 21:02:53.474,Waiter-000004,
3501,EVENT 8 END,2024-10-21 21:07:26.552,,
3502,Take order,2024-10-04 21:30:00.000,Waiter-000002,
3502,start,2024-10-04 21:30:00.000,,
3502,Review order,2024-10-04 21:30:53.672,Waiter-000003,
3502,Prepare starter,2024-10-04 21:33:58.900,Cook helper-000002,
3502,prepare drinks,2024-10-04 21:33:58.900,Barman-000002,
3502,Bring drinks,2024-10-04 21:39:17.007,Barman-000001,
3502,Review drinks,2024-10-04 21:40:50.875,Waiter-000004,
3502,prepare drinks,2024-10-04 21:42:10.950,Barman-000002,
3502,Bring drinks,2024-10-04 21:43:01.568,Barman-000003,
3502,Review drinks,2024-10-04 21:54:20.222,Waiter-000004,
3502,Prepare main course,2024-10-12 00:53:41.223,Cook-000003,
3502,Signal food complete,2024-10-21 20:59:53.422,Cook-000001,
3502,Bring food,2024-10-21 21:03:24.160,Cook helper-000001,
3502,Deliver to customer,2024-10-21 21:05:32.094,Waiter-000001,
3502,EVENT 8 END,2024-10-21 21:10:30.446,,
3503,Take order,2024-10-04 21:45:00.000,Waiter-000002,
3503,start,2024-10-04 21:45:00.000,,
3503,Review order,2024-10-04 21:46:09.316,Waiter-000003,
3503,prepare drinks,2024-10-04 21:46:45.419,Barman-000001,
3503,Bring drinks,2024-10-04 21:51:28.423,Barman-000001,
3503,Review drinks,2024-10-04 21:56:36.901,Waiter-000005,
3503,prepare drinks,2024-10-04 21:56:39.670,Barman-000003,
3503,Bring drinks,2024-10-04 22:00:06.853,Barman-000001,
3503,Review drinks,2024-10-04 22:03:53.507,Waiter-000001,
3503,Prepare main course,2024-10-12 01:05:44.022,Cook-000003,
3503,Signal food complete,2024-10-21 21:03:24.160,Cook-000001,
3503,Bring food,2024-10-21 21:28:27.049,Cook helper-000003,
3503,Deliver to customer,2024-10-21 21:29:35.863,Waiter-000003,
3503,EVENT 8 END,2024-10-21 21:33:49.584,,
3504,Take order,2024-10-04 22:00:00.000,Waiter-000001,
3504,start,2024-10-04 22:00:00.000,,
3504,Review order,2024-10-04 22:00:38.999,Waiter-000004,
3504,prepare drinks,2024-10-04 22:01:14.289,Barman-000002,
3504,Bring drinks,2024-10-04 22:02:28.064,Barman-000003,
3504,Review drinks,2024-10-04 22:05:04.431,Waiter-000003,
3504,prepare drinks,2024-10-04 22:05:07.814,Barman-000002,
3504,Bring drinks,2024-10-04 22:10:59.286,Barman-000001,
3504,Review drinks,2024-10-04 22:17:53.203,Waiter-000001,
3504,Prepare main course,2024-10-12 01:21:17.879,Cook-000001,
3504,Signal food complete,2024-10-21 21:28:27.049,Cook-000001,
3504,Bring food,2024-10-21 22:13:09.873,Cook helper-000002,
3504,Deliver to customer,2024-10-21 22:18:04.711,Waiter-000004,
3504,EVENT 8 END,2024-10-21 22:18:06.039,,
3505,Take order,2024-10-04 22:15:00.000,Waiter-000004,
3505,start,2024-10-04 22:15:00.000,,
3505,Review order,2024-10-04 22:19:07.075,Waiter-000002,
3505,prepare drinks,2024-10-04 22:19:11.482,Barman-000003,
3505,Bring drinks,2024-10-04 22:26:22.875,Barman-000002,form-based events(2024-10-04 22:26:22.875)
3505,Review drinks,2024-10-04 22:26:22.875,Waiter-000004,form-based events(2024-10-04 22:34:11.513)
3505,prepare drinks,2024-10-04 22:35:05.859,Barman-000002,
3505,Bring drinks,2024-10-04 22:40:34.688,Barman-000001,form-based events(2024-10-04 22:40:34.688)
3505,Review drinks,2024-10-04 22:40:34.688,Waiter-000003,form-based events(2024-10-04 22:41:21.779)
3505,Prepare main course,2024-10-12 01:37:10.883,Cook-000001,
3505,Signal food complete,2024-10-21 22:13:09.873,Cook-000001,
3505,Bring food,2024-10-21 23:42:15.843,Cook helper-000003,
3505,Deliver to customer,2024-10-21 23:42:25.413,Waiter-000003,
3505,EVENT 8 END,2024-10-21 23:42:33.705,,
3506,Take order,2024-10-04 22:30:00.000,Waiter-000001,
3506,start,2024-10-04 22:30:00.000,,
3506,Review order,2024-10-04 22:30:12.322,Waiter-000005,
3506,Prepare starter,2024-10-04 22:33:16.959,Cook helper-000003,
3506,prepare drinks,2024-10-04 22:33:16.959,Barman-000001,
3506,Bring drinks,2024-10-04 22:34:45.462,Barman-000003,
3506,Review drinks,2024-10-04 22:38:20.595,Waiter-000002,
3506,Signal food complete,2024-10-12 01:51:48.310,Cook-000003,
3506,Bring food,2024-10-14 18:16:18.549,Cook helper-000002,
3506,Deliver to customer,2024-10-14 18:28:53.769,Waiter-000001,
3506,EVENT 8 END,2024-10-14 18:30:12.459,,
3507,Take order,2024-10-04 22:45:00.000,Waiter-000001,
3507,start,2024-10-04 22:45:00.000,,
3507,Review order,2024-10-04 22:45:15.551,Waiter-000005,
3507,Prepare starter,2024-10-04 22:45:35.866,Cook helper-000001,
3507,prepare drinks,2024-10-04 22:45:35.866,Barman-000003,
3507,Bring drinks,2024-10-04 22:54:05.776,Barman-000002,
3507,Review drinks,2024-10-04 22:58:25.102,Waiter-000001,
3507,Prepare main course,2024-10-14 18:02:31.062,Cook-000002,
3507,Signal food complete,2024-10-21 22:41:37.714,Cook-000002,
3507,Bring food,2024-10-21 22:53:07.096,Cook helper-000003,
3507,Deliver to customer,2024-10-21 22:54:26.037,Waiter-000003,
3507,EVENT 8 END,2024-10-21 22:57:09.636,,
3508,Take order,2024-10-04 23:00:00.000,Waiter-000005,
3508,start,2024-10-04 23:00:00.000,,
3508,Review order,2024-10-04 23:01:30.442,Waiter-000004,
3508,Prepare starter,2024-10-04 23:01:44.664,Cook helper-000003,
3508,prepare drinks,2024-10-04 23:01:44.664,Barman-000001,
3508,Bring drinks,2024-10-04 23:02:48.170,Barman-000003,form-based events(2024-10-04 23:02:48.170)
3508,Review drinks,2024-10-04 23:02:48.170,Waiter-000002,form-based events(2024-10-04 23:06:33.571)
3508,prepare drinks,2024-10-04 23:07:28.751,Barman-000002,
3508,Bring drinks,2024-10-04 23:15:04.697,Barman-000001,form-based events(2024-10-04 23:15:04.697)
3508,Review drinks,2024-10-04 23:15:04.697,Waiter-000004,form-based events(2024-10-04 23:16:16.951)
3508,prepare drinks,2024-10-04 23:19:18.579,Barman-000002,
3508,Bring drinks,2024-10-04 23:32:06.752,Barman-000001,form-based events(2024-10-04 23:32:06.752)
3508,Review drinks,2024-10-04 23:32:06.752,Waiter-000003,form-based events(2024-10-04 23:40:06.725)
3508,Signal food complete,2024-10-14 18:27:39.350,Cook-000003,
3508,Bring food,2024-10-14 18:47:59.237,Cook helper-000001,
3508,Deliver to customer,2024-10-14 18:58:31.870,Waiter-000001,
3508,EVENT 8 END,2024-10-14 19:02:35.325,,
3509,Take order,2024-10-04 23:15:00.000,Waiter-000001,
3509,start,2024-10-04 23:15:00.000,,
3509,Review order,2024-10-04 23:15:23.207,Waiter-000005,
3509,Prepare starter,2024-10-04 23:18:25.593,Cook helper-000002,
3509,prepare drinks,2024-10-04 23:18:25.593,Barman-000003,
3509,Bring drinks,2024-10-04 23:20:04.990,Barman-000001,form-based events(2024-10-04 23:20:04.990)
3509,Review drinks,2024-10-04 23:20:04.990,Waiter-000003,form-based events(2024-10-04 23:22:28.670)
3509,prepare drinks,2024-10-04 23:22:51.072,Barman-000003,
3509,Bring drinks,2024-10-04 23:41:15.442,Barman-000001,form-based events(2024-10-04 23:41:15.442)
3509,Review drinks,2024-10-04 23:41:15.442,Waiter-000002,form-based events(2024-10-04 23:41:28.744)
3509,Prepare main course,2024-10-14 18:33:40.515,Cook-000001,
3509,Signal food complete,2024-10-21 23:42:15.843,Cook-000001,
3509,Bring food,2024-10-22 01:13:56.784,Cook helper-000003,
3509,Deliver to customer,2024-10-22 01:39:33.263,Waiter-000002,
3509,EVENT 8 END,2024-10-22 01:41:17.318,,
351,Take order,2024-05-21 01:45:00.000,Waiter-000003,
351,start,2024-05-21 01:45:00.000,,
351,Review order,2024-05-21 01:45:30.048,Waiter-000005,
351,Prepare starter,2024-05-21 01:45:59.270,Cook helper-000003,
351,prepare drinks,2024-05-21 01:45:59.270,Barman-000003,
351,Bring drinks,2024-05-21 01:52:28.904,Barman-000001,
351,Review drinks,2024-05-21 01:55:24.374,Waiter-000002,
351,Prepare main course,2024-05-21 21:54:23.297,Cook-000002,
351,Signal food complete,2024-05-22 18:43:48.615,Cook-000002,
351,Bring food,2024-05-22 19:36:38.677,Cook helper-000002,
351,Deliver to customer,2024-05-22 19:42:04.767,Waiter-000004,
351,EVENT 8 END,2024-05-22 19:42:51.252,,
3510,Take order,2024-10-04 23:30:00.000,Waiter-000002,
3510,start,2024-10-04 23:30:00.000,,
3510,Review order,2024-10-04 23:30:04.141,Waiter-000001,
3510,Prepare starter,2024-10-04 23:32:38.225,Cook helper-000002,
3510,prepare drinks,2024-10-04 23:32:38.225,Barman-000002,
3510,Bring drinks,2024-10-04 23:51:23.671,Barman-000003,form-based events(2024-10-04 23:51:23.671)
3510,Review drinks,2024-10-04 23:51:23.671,Waiter-000003,form-based events(2024-10-04 23:52:31.570)
3510,prepare drinks,2024-10-04 23:52:37.374,Barman-000002,
3510,Bring drinks,2024-10-04 23:53:30.815,Barman-000003,form-based events(2024-10-04 23:53:30.815)
3510,Review drinks,2024-10-04 23:53:30.815,Waiter-000004,form-based events(2024-10-04 23:56:00.441)
3510,Prepare main course,2024-10-14 18:34:40.817,Cook-000001,
3510,Signal food complete,2024-10-21 23:54:10.709,Cook-000002,
3510,Bring food,2024-10-22 01:08:14.012,Cook helper-000001,
3510,Deliver to customer,2024-10-22 01:08:37.503,Waiter-000005,
3510,EVENT 8 END,2024-10-22 01:11:13.266,,
3511,Take order,2024-10-04 23:45:00.000,Waiter-000004,
3511,start,2024-10-04 23:45:00.000,,
3511,Review order,2024-10-04 23:46:25.045,Waiter-000001,
3511,prepare drinks,2024-10-04 23:46:28.777,Barman-000003,
3511,Bring drinks,2024-10-04 23:49:52.221,Barman-000001,
3511,Review drinks,2024-10-04 23:54:10.061,Waiter-000002,
3511,Prepare main course,2024-10-14 18:38:09.306,Cook-000002,
3511,Signal food complete,2024-10-22 18:11:40.099,Cook-000003,
3511,Bring food,2024-10-22 18:14:46.879,Cook helper-000002,
3511,Deliver to customer,2024-10-22 18:26:28.363,Waiter-000001,
3511,EVENT 8 END,2024-10-22 18:27:16.440,,
3512,Take order,2024-10-05 00:00:00.000,Waiter-000001,
3512,start,2024-10-05 00:00:00.000,,
3512,Review order,2024-10-05 00:00:02.094,Waiter-000005,
3512,prepare drinks,2024-10-05 00:00:45.299,Barman-000002,
3512,Bring drinks,2024-10-05 00:00:59.488,Barman-000001,
3512,Review drinks,2024-10-05 00:01:45.912,Waiter-000003,
3512,Prepare main course,2024-10-14 18:50:13.606,Cook-000001,
3512,Signal food complete,2024-10-22 00:57:22.561,Cook-000003,
3512,Bring food,2024-10-22 01:25:11.562,Cook helper-000001,
3512,Deliver to customer,2024-10-22 01:26:09.338,Waiter-000001,
3512,EVENT 8 END,2024-10-22 01:27:40.785,,
3513,Take order,2024-10-05 00:15:00.000,Waiter-000004,
3513,start,2024-10-05 00:15:00.000,,
3513,Review order,2024-10-05 00:17:41.714,Waiter-000001,
3513,prepare drinks,2024-10-05 00:17:49.083,Barman-000003,
3513,Bring drinks,2024-10-05 00:18:37.244,Barman-000002,
3513,Review drinks,2024-10-05 00:21:39.631,Waiter-000005,
3513,Prepare main course,2024-10-14 19:12:45.661,Cook-000001,
3513,Signal food complete,2024-10-22 18:09:10.280,Cook-000003,
3513,Bring food,2024-10-22 18:11:40.099,Cook helper-000001,
3513,Deliver to customer,2024-10-22 18:17:48.459,Waiter-000005,
3513,EVENT 8 END,2024-10-22 18:20:04.376,,
3514,Take order,2024-10-05 00:30:00.000,Waiter-000002,
3514,start,2024-10-05 00:30:00.000,,
3514,Review order,2024-10-05 00:32:51.340,Waiter-000001,
3514,prepare drinks,2024-10-05 00:33:49.555,Barman-000001,
3514,Bring drinks,2024-10-05 00:34:19.601,Barman-000003,
3514,Review drinks,2024-10-05 00:37:00.891,Waiter-000005,
3514,Prepare main course,2024-10-14 19:15:48.592,Cook-000003,
3514,Signal food complete,2024-10-22 01:13:56.784,Cook-000001,
3514,Bring food,2024-10-22 01:17:20.483,Cook helper-000002,
3514,Deliver to customer,2024-10-22 01:19:41.550,Waiter-000005,
3514,EVENT 8 END,2024-10-22 01:26:20.494,,
3515,Take order,2024-10-05 00:45:00.000,Waiter-000001,
3515,start,2024-10-05 00:45:00.000,,
3515,Review order,2024-10-05 00:46:13.432,Waiter-000004,
3515,Prepare starter,2024-10-05 00:47:07.908,Cook helper-000002,
3515,prepare drinks,2024-10-05 00:47:07.908,Barman-000002,
3515,Bring drinks,2024-10-05 00:47:40.870,Barman-000001,
3515,Review drinks,2024-10-05 00:48:08.356,Waiter-000003,
3515,Prepare main course,2024-10-14 19:40:32.025,Cook-000003,
3515,Signal food complete,2024-10-22 01:43:26.087,Cook-000001,
3515,Bring food,2024-10-22 18:15:06.253,Cook helper-000003,
3515,Deliver to customer,2024-10-22 18:16:50.338,Waiter-000002,
3515,EVENT 8 END,2024-10-22 18:18:10.614,,
3516,Take order,2024-10-05 01:00:00.000,Waiter-000005,
3516,start,2024-10-05 01:00:00.000,,
3516,Review order,2024-10-05 01:00:09.669,Waiter-000002,
3516,prepare drinks,2024-10-05 01:01:43.750,Barman-000003,
3516,Bring drinks,2024-10-05 01:03:58.062,Barman-000002,form-based events(2024-10-05 01:03:58.062)
3516,Review drinks,2024-10-05 01:03:58.062,Waiter-000001,form-based events(2024-10-05 01:10:07.603)
3516,Prepare main course,2024-10-14 20:03:16.577,Cook-000003,
3516,Signal food complete,2024-10-22 01:55:24.661,Cook-000002,
3516,Bring food,2024-10-22 19:32:02.941,Cook helper-000001,
3516,Deliver to customer,2024-10-22 19:35:34.044,Waiter-000003,
3516,EVENT 8 END,2024-10-22 19:42:07.931,,
3517,Take order,2024-10-05 01:15:00.000,Waiter-000005,
3517,start,2024-10-05 01:15:00.000,,
3517,Review order,2024-10-05 01:16:26.485,Waiter-000002,
3517,prepare drinks,2024-10-05 01:17:32.595,Barman-000001,
3517,Bring drinks,2024-10-05 01:19:35.859,Barman-000003,
3517,Review drinks,2024-10-05 01:21:08.569,Waiter-000001,
3517,Prepare main course,2024-10-14 20:09:18.607,Cook-000003,
3517,Signal food complete,2024-10-22 18:21:57.678,Cook-000003,
3517,Bring food,2024-10-22 19:22:08.779,Cook helper-000002,
3517,Deliver to customer,2024-10-22 19:23:27.592,Waiter-000001,
3517,EVENT 8 END,2024-10-22 19:25:11.531,,
3518,Take order,2024-10-05 01:30:00.000,Waiter-000004,
3518,start,2024-10-05 01:30:00.000,,
3518,Review order,2024-10-05 01:31:51.735,Waiter-000003,
3518,prepare drinks,2024-10-05 01:32:04.409,Barman-000002,
3518,Bring drinks,2024-10-05 01:35:46.219,Barman-000001,
3518,Review drinks,2024-10-05 01:38:24.528,Waiter-000005,
3518,Prepare main course,2024-10-14 20:43:22.549,Cook-000001,
3518,Signal food complete,2024-10-22 18:18:59.868,Cook-000001,
3518,Bring food,2024-10-22 18:43:34.116,Cook helper-000003,
3518,Deliver to customer,2024-10-22 19:01:30.430,Waiter-000001,
3518,EVENT 8 END,2024-10-22 19:02:30.850,,
3519,Take order,2024-10-05 01:45:00.000,Waiter-000002,
3519,start,2024-10-05 01:45:00.000,,
3519,Review order,2024-10-05 01:46:32.918,Waiter-000001,
3519,prepare drinks,2024-10-05 01:47:18.507,Barman-000003,
3519,Bring drinks,2024-10-05 01:48:04.041,Barman-000002,
3519,Review drinks,2024-10-05 01:51:02.378,Waiter-000003,
3519,Prepare main course,2024-10-14 21:03:23.588,Cook-000003,
3519,Signal food complete,2024-10-22 19:40:32.445,Cook-000003,
3519,Bring food,2024-10-22 19:50:33.389,Cook helper-000001,
3519,Deliver to customer,2024-10-22 19:51:20.093,Waiter-000003,
3519,EVENT 8 END,2024-10-22 19:52:55.314,,
352,start,2024-05-21 02:00:00.000,,
352,Take order,2024-05-21 18:00:00.000,Waiter-000004,
352,Review order,2024-05-21 18:00:47.429,Waiter-000001,
352,prepare drinks,2024-05-21 18:00:51.219,Barman-000002,
352,Bring drinks,2024-05-21 18:10:51.057,Barman-000003,
352,Review drinks,2024-05-21 18:15:20.308,Waiter-000002,
352,Prepare main course,2024-05-21 22:00:01.320,Cook-000001,
352,Signal food complete,2024-05-22 18:40:48.704,Cook-000003,
352,Bring food,2024-05-22 18:44:31.821,Cook helper-000002,
352,Deliver to customer,2024-05-22 18:49:33.989,Waiter-000001,
352,EVENT 8 END,2024-05-22 18:51:41.353,,
3520,start,2024-10-05 02:00:00.000,,
3520,Take order,2024-10-07 18:00:00.000,Waiter-000002,
3520,Review order,2024-10-07 18:00:25.404,Waiter-000001,
3520,prepare drinks,2024-10-07 18:00:53.889,Barman-000001,
3520,Bring drinks,2024-10-07 18:19:14.027,Barman-000003,
3520,Review drinks,2024-10-07 18:19:16.113,Waiter-000001,
3520,Prepare main course,2024-10-14 21:20:34.998,Cook-000002,
3520,Signal food complete,2024-10-22 18:48:20.125,Cook-000001,
3520,Bring food,2024-10-22 19:05:17.472,Cook helper-000001,
3520,Deliver to customer,2024-10-22 19:05:23.540,Waiter-000004,
3520,EVENT 8 END,2024-10-22 19:07:37.834,,
3521,Take order,2024-10-07 18:15:00.000,Waiter-000002,
3521,start,2024-10-07 18:15:00.000,,
3521,Review order,2024-10-07 18:19:39.800,Waiter-000005,
3521,prepare drinks,2024-10-07 18:19:47.465,Barman-000002,
3521,Bring drinks,2024-10-07 18:36:37.027,Barman-000001,form-based events(2024-10-07 18:36:37.027)
3521,Review drinks,2024-10-07 18:36:37.027,Waiter-000005,form-based events(2024-10-07 18:42:03.587)
3521,prepare drinks,2024-10-07 18:42:36.740,Barman-000003,
3521,Bring drinks,2024-10-07 18:50:33.535,Barman-000001,form-based events(2024-10-07 18:50:33.535)
3521,Review drinks,2024-10-07 18:50:33.535,Waiter-000002,form-based events(2024-10-07 18:50:58.530)
3521,Prepare main course,2024-10-14 21:26:48.338,Cook-000001,
3521,Signal food complete,2024-10-22 19:05:17.472,Cook-000001,
3521,Bring food,2024-10-22 19:23:44.945,Cook helper-000003,
3521,Deliver to customer,2024-10-22 19:36:05.026,Waiter-000001,
3521,EVENT 8 END,2024-10-22 19:40:06.324,,
3522,Take order,2024-10-07 18:30:00.000,Waiter-000004,
3522,start,2024-10-07 18:30:00.000,,
3522,Review order,2024-10-07 18:31:22.943,Waiter-000003,
3522,prepare drinks,2024-10-07 18:31:58.770,Barman-000001,
3522,Bring drinks,2024-10-07 18:32:17.111,Barman-000003,
3522,Review drinks,2024-10-07 18:34:31.412,Waiter-000002,
3522,Prepare main course,2024-10-14 21:27:53.968,Cook-000002,
3522,Signal food complete,2024-10-22 19:22:08.779,Cook-000003,
3522,Bring food,2024-10-22 19:40:32.445,Cook helper-000001,
3522,Deliver to customer,2024-10-22 19:44:27.669,Waiter-000004,
3522,EVENT 8 END,2024-10-22 19:44:54.248,,
3523,Take order,2024-10-07 18:45:00.000,Waiter-000001,
3523,start,2024-10-07 18:45:00.000,,
3523,Review order,2024-10-07 18:45:36.383,Waiter-000004,
3523,prepare drinks,2024-10-07 18:45:37.609,Barman-000002,
3523,Bring drinks,2024-10-07 18:51:59.040,Barman-000003,
3523,Review drinks,2024-10-07 18:54:20.686,Waiter-000005,
3523,prepare drinks,2024-10-07 18:54:33.543,Barman-000001,
3523,Bring drinks,2024-10-07 19:11:55.272,Barman-000002,
3523,Review drinks,2024-10-07 19:12:46.122,Waiter-000005,
3523,Prepare main course,2024-10-14 21:31:47.186,Cook-000001,
3523,Signal food complete,2024-10-22 19:45:05.064,Cook-000002,
3523,Bring food,2024-10-22 19:51:55.099,Cook helper-000002,
3523,Deliver to customer,2024-10-22 19:56:23.056,Waiter-000002,
3523,EVENT 8 END,2024-10-22 19:58:24.107,,
3524,Take order,2024-10-07 19:00:00.000,Waiter-000004,
3524,start,2024-10-07 19:00:00.000,,
3524,Review order,2024-10-07 19:00:52.290,Waiter-000003,
3524,prepare drinks,2024-10-07 19:01:16.966,Barman-000002,
3524,Bring drinks,2024-10-07 19:06:45.874,Barman-000003,
3524,Review drinks,2024-10-07 19:10:56.287,Waiter-000002,
3524,Prepare main course,2024-10-14 21:35:16.603,Cook-000002,
3524,Signal food complete,2024-10-22 19:32:02.941,Cook-000002,
3524,Bring food,2024-10-22 19:39:21.660,Cook helper-000002,
3524,Deliver to customer,2024-10-22 19:46:54.305,Waiter-000001,
3524,EVENT 8 END,2024-10-22 19:50:11.975,,
3525,Take order,2024-10-07 19:15:00.000,Waiter-000004,
3525,start,2024-10-07 19:15:00.000,,
3525,Review order,2024-10-07 19:16:36.457,Waiter-000003,
3525,Prepare starter,2024-10-07 19:20:04.117,Cook helper-000003,
3525,prepare drinks,2024-10-07 19:20:04.117,Barman-000003,
3525,Bring drinks,2024-10-07 19:21:20.420,Barman-000001,
3525,Review drinks,2024-10-07 19:26:28.566,Waiter-000001,
3525,prepare drinks,2024-10-07 19:27:38.790,Barman-000002,
3525,Bring drinks,2024-10-07 19:30:11.477,Barman-000003,
3525,Review drinks,2024-10-07 19:31:31.799,Waiter-000004,
3525,Signal food complete,2024-10-14 21:57:57.410,Cook-000003,
3525,Bring food,2024-10-14 22:16:02.433,Cook helper-000002,
3525,Deliver to customer,2024-10-14 22:22:52.183,Waiter-000003,
3525,EVENT 8 END,2024-10-14 22:23:51.093,,
3526,Take order,2024-10-07 19:30:00.000,Waiter-000002,
3526,start,2024-10-07 19:30:00.000,,
3526,Review order,2024-10-07 19:32:34.788,Waiter-000003,
3526,Prepare starter,2024-10-07 19:33:17.526,Cook helper-000002,
3526,prepare drinks,2024-10-07 19:33:17.526,Barman-000001,
3526,Bring drinks,2024-10-07 19:52:14.848,Barman-000002,form-based events(2024-10-07 19:52:14.848)
3526,Review drinks,2024-10-07 19:52:14.848,Waiter-000002,form-based events(2024-10-07 20:10:11.549)
3526,prepare drinks,2024-10-07 20:12:22.252,Barman-000003,
3526,Bring drinks,2024-10-07 20:15:44.878,Barman-000003,form-based events(2024-10-07 20:15:44.878)
3526,Review drinks,2024-10-07 20:15:44.878,Waiter-000005,form-based events(2024-10-07 20:16:09.565)
3526,Prepare main course,2024-10-14 22:06:39.005,Cook-000001,
3526,Signal food complete,2024-10-22 19:51:55.099,Cook-000002,
3526,Bring food,2024-10-22 20:50:15.539,Cook helper-000001,
3526,Deliver to customer,2024-10-22 20:53:49.512,Waiter-000005,
3526,EVENT 8 END,2024-10-22 20:56:27.681,,
3527,Take order,2024-10-07 19:45:00.000,Waiter-000001,
3527,start,2024-10-07 19:45:00.000,,
3527,Review order,2024-10-07 19:56:36.466,Waiter-000004,
3527,Prepare starter,2024-10-07 19:56:37.219,Cook helper-000003,
3527,prepare drinks,2024-10-07 19:56:37.219,Barman-000003,
3527,Bring drinks,2024-10-07 20:01:23.363,Barman-000001,form-based events(2024-10-07 20:01:23.363)
3527,Review drinks,2024-10-07 20:01:23.363,Waiter-000004,form-based events(2024-10-07 20:09:57.173)
3527,prepare drinks,2024-10-07 20:11:28.252,Barman-000002,
3527,Bring drinks,2024-10-07 20:17:06.106,Barman-000003,form-based events(2024-10-07 20:17:06.106)
3527,Review drinks,2024-10-07 20:17:06.106,Waiter-000002,form-based events(2024-10-07 20:28:40.292)
3527,prepare drinks,2024-10-07 20:29:07.014,Barman-000002,
