,Case,Activity,Timestamp,Resource,label
47157,3038,Prepare main course,2024-09-20 01:40:31.456,Cook-000002,
47158,3038,Signal food complete,2024-09-27 20:32:05.305,Cook-000001,
47159,3038,Bring food,2024-09-27 21:33:47.362,Cook helper-000001,
47160,3038,Deliver to customer,2024-09-27 21:38:23.145,Waiter-000003,
27384,3039,Take order,2024-09-14 01:45:00.000,Waiter-000003,
27385,3039,Review order,2024-09-14 01:45:27.533,Waiter-000005,
27386,3039,Prepare starter,2024-09-14 01:47:30.566,Cook helper-000001,
27387,3039,prepare drinks,2024-09-14 01:47:35.566,Barman-000002,
27388,3039,Bring drinks,2024-09-14 01:48:30.670,Barman-000003,
27389,3039,Review drinks,2024-09-14 01:48:37.058,Waiter-000002,
27390,3039,Signal food complete,2024-09-20 01:52:41.150,Cook-000002,
27391,3039,Bring food,2024-09-20 18:01:52.194,Cook helper-000003,
27392,3039,Deliver to customer,2024-09-20 18:14:32.271,Waiter-000003,
51396,3040,Take order,2024-09-16 18:00:00.000,Waiter-000003,
51397,3040,Order processing,2024-09-16 18:01:38.151,Waiter-000004,HOMONYMOUS(Review order)
51398,3040,Prepare food,2024-09-16 18:05:57.737,Cook helper-000002,HOMONYMOUS(Prepare starter)
51399,3040,prepare drinks,2024-09-16 18:06:02.737,Barman-000001,
51400,3040,Bring drinks,2024-09-16 18:14:01.499,Barman-000002,
51401,3040,Drink handling,2024-09-16 18:14:21.016,Waiter-000005,HOMONYMOUS(Review drinks)
51402,3040,Prepare main course,2024-09-20 18:01:54.194,Cook-000002,
51403,3040,Signal food complete,2024-09-27 21:09:15.602,Cook-000002,
51404,3040,Bring food,2024-09-27 21:12:36.779,Cook helper-000001,
51405,3040,Deliver to customer,2024-09-27 21:13:16.766,Waiter-000005,
19071,3041,Take order,2024-09-16 18:15:00.000,Waiter-000001,
19072,3041,Review order,2024-09-16 18:15:41.009,Waiter-000003,
19073,3041,prepare drinks,2024-09-16 18:16:50.851,Barman-000003,
19074,3041,Bring drinks,2024-09-16 18:23:22.196,Barman-000001,
19075,3041,Review drinks,2024-09-16 18:30:39.600,Waiter-000002,
19076,3041,Prepare main course,2024-09-20 18:14:33.612,Cook-000002,
19077,3041,Signal food complete,2024-09-27 22:08:23.059,Cook-000002,
19078,3041,Bring food,2024-09-27 22:08:53.127,Cook helper-000002,
19079,3041,Deliver to customer,2024-09-27 22:10:51.738,Waiter-000001,
41176,3042,Take order,2024-09-16 18:30:00.000,Waiter-000005,
41177,3042,Review order,2024-09-16 18:30:02.047,Waiter-000001,
41178,3042,prepare drinks,2024-09-16 18:31:01.548,Barman-000002,
41179,3042,Bring drinks,2024-09-16 18:36:19.614,Barman-000003,
41180,3042,Review drinks,2024-09-16 18:36:41.983,Waiter-000003,
41181,3042,prepare drinks,2024-09-16 18:36:55.946,Barman-000001,
41182,3042,Bring drinks,2024-09-16 18:39:56.847,Barman-000002,
41183,3042,Review drinks,2024-09-16 18:42:49.936,Waiter-000001,
41184,3042,Prepare main course,2024-09-20 18:19:16.066,Cook-000003,
41185,3042,Signal food complete,2024-09-27 21:49:50.875,Cook-000002,
41186,3042,Bring food,2024-09-27 21:52:50.708,Cook helper-000001,
41187,3042,Deliver to customer,2024-09-27 21:53:38.167,Waiter-000004,
51250,3043,Take order,2024-09-16 18:45:00.000,Waiter-000002,
51251,3043,Order processing,2024-09-16 18:46:16.217,Waiter-000003,HOMONYMOUS(Review order)
51252,3043,Prepare starter,2024-09-16 18:47:20.538,Cook helper-000002,
51253,3043,prepare drinks,2024-09-16 18:47:25.538,Barman-000003,
51254,3043,Bring drinks,2024-09-16 18:59:29.798,Barman-000001,
51255,3043,Review drinks,2024-09-16 19:11:18.973,Waiter-000003,
51256,3043,prepare drinks,2024-09-16 19:11:33.629,Barman-000002,
51257,3043,Drink handling,2024-09-16 19:15:07.966,Barman-000001,HOMONYMOUS(Bring drinks)
51258,3043,Drink handling,2024-09-16 19:23:13.974,Waiter-000001,HOMONYMOUS(Review drinks)
51259,3043,prepare drinks,2024-09-16 19:23:19.225,Barman-000002,
51260,3043,Bring drinks,2024-09-16 19:31:37.031,Barman-000002,
51261,3043,Drink handling,2024-09-16 19:32:30.805,Waiter-000003,HOMONYMOUS(Review drinks)
51262,3043,Signal food complete,2024-09-20 18:50:29.377,Cook-000003,
51263,3043,Bring food,2024-09-20 19:06:12.913,Cook helper-000002,
51264,3043,Deliver to customer,2024-09-20 19:06:17.362,Waiter-000004,
22981,3044,Take order,2024-09-16 19:00:00.000,Waiter-000001,
22982,3044,Review order,2024-09-16 19:02:51.676,Waiter-000002,
22983,3044,prepare drinks,2024-09-16 19:03:16.056,Barman-000002,
22984,3044,Bring drinks,2024-09-16 19:11:08.298,Barman-000003,
22985,3044,Review drinks,2024-09-16 19:12:54.503,Waiter-000005,
22986,3044,Prepare main course,2024-09-20 19:23:36.010,Cook-000001,
22987,3044,Signal food complete,2024-09-27 22:14:43.356,Cook-000001,
22988,3044,Bring food,2024-09-27 22:20:24.366,Cook helper-000003,
22989,3044,Deliver to customer,2024-09-27 22:21:25.805,Waiter-000004,
41080,3045,Take order,2024-09-16 19:15:00.000,Waiter-000001,
41081,3045,Review order,2024-09-16 19:15:28.120,Waiter-000002,
41082,3045,prepare drinks,2024-09-16 19:16:47.699,Barman-000003,
41083,3045,Bring drinks,2024-09-16 19:24:55.129,Barman-000001,
41084,3045,Review drinks,2024-09-16 19:25:53.149,Waiter-000005,
41085,3045,prepare drinks,2024-09-16 19:26:00.328,Barman-000003,
41086,3045,Bring drinks,2024-09-16 19:32:24.486,Barman-000003,
41087,3045,Review drinks,2024-09-16 19:34:29.609,Waiter-000001,
41088,3045,Prepare main course,2024-09-20 19:51:38.394,Cook-000003,
41089,3045,Signal food complete,2024-09-27 22:13:12.269,Cook-000003,
41090,3045,Bring food,2024-09-27 23:56:53.855,Cook helper-000002,
41091,3045,Deliver to customer,2024-09-28 00:00:56.261,Waiter-000004,
50619,3046,Take order,2024-09-16 19:30:00.000,Waiter-000002,
50620,3046,Review order,2024-09-16 19:30:16.148,Waiter-000004,
50621,3046,prepare drinks,2024-09-16 19:30:24.124,Barman-000001,
50622,3046,Bring drinks,2024-09-16 19:33:44.156,Barman-000002,
50623,3046,Review drinks,2024-09-16 19:42:42.412,Waiter-000002,
50624,3046,Prepare main course,2024-09-20 20:15:05.544,Cook-000002,
50625,3046,Signal food complete,2024-09-27 22:58:38.093,Cook-000002,
50626,3046,Bring food,2024-09-27 23:22:16.839,Cook helper-000003,
50627,3046,Deliver to customer,2024-09-27 23:23:28.401,Waiter-000002,
24484,3047,Take order,2024-09-16 19:45:00.000,Waiter-000003,
24485,3047,Review order,2024-09-16 19:47:35.040,Waiter-000005,
24486,3047,Prepare starter,2024-09-16 19:48:05.913,Cook helper-000001,
24487,3047,prepare drinks,2024-09-16 19:48:10.913,Barman-000001,
24488,3047,Bring drinks,2024-09-16 19:48:38.277,Barman-000003,
24489,3047,Review drinks,2024-09-16 19:53:56.702,Waiter-000001,
24490,3047,Prepare main course,2024-09-20 20:39:25.946,Cook-000002,
24491,3047,Signal food complete,2024-09-28 00:08:53.280,Cook-000003,
24492,3047,Bring food,2024-09-28 00:39:58.514,Cook helper-000002,
24493,3047,Deliver to customer,2024-09-28 00:40:41.133,Waiter-000002,
8201,3048,Take order,2024-09-16 20:00:00.000,Waiter-000002,
8202,3048,Review order,2024-09-16 20:02:18.773,Waiter-000004,
8203,3048,Prepare starter,2024-09-16 20:04:11.514,Cook helper-000002,
8204,3048,prepare drinks,2024-09-16 20:04:16.514,Barman-000002,
8205,3048,Bring drinks,2024-09-16 20:07:07.566,Barman-000001,
8206,3048,Review drinks,2024-09-16 20:08:30.534,Waiter-000005,
8207,3048,Prepare main course,2024-09-20 20:50:54.234,Cook-000001,
8208,3048,Signal food complete,2024-09-28 01:30:53.375,Cook-000002,
8209,3048,Bring food,2024-09-28 01:33:36.732,Cook helper-000003,
8210,3048,Deliver to customer,2024-09-28 01:40:38.503,Waiter-000004,
48382,3049,Order processing,2024-09-16 20:15:00.000,Waiter-000001,HOMONYMOUS(Take order)
48383,3049,Review order,2024-09-16 20:16:58.237,Waiter-000002,
48384,3049,prepare drinks,2024-09-16 20:18:14.718,Barman-000003,
48385,3049,Bring drinks,2024-09-16 20:21:10.737,Barman-000002,
48386,3049,Drink handling,2024-09-16 20:21:22.596,Waiter-000004,HOMONYMOUS(Review drinks)
48387,3049,Prepare main course,2024-09-20 20:56:09.610,Cook-000003,
48388,3049,Signal food complete,2024-09-28 00:17:59.363,Cook-000001,
48389,3049,Bring food,2024-09-28 00:33:57.811,Cook helper-000001,
48390,3049,Deliver to customer,2024-09-28 00:38:19.348,Waiter-000004,
10101,3050,Take order,2024-09-16 20:30:00.000,Waiter-000005,
10102,3050,Review order,2024-09-16 20:35:07.700,Waiter-000001,
10103,3050,Prepare starter,2024-09-16 20:35:26.317,Cook helper-000003,
10104,3050,prepare drinks,2024-09-16 20:35:31.317,Barman-000001,
10105,3050,Bring drinks,2024-09-16 20:37:58.700,Barman-000003,
10106,3050,Review drinks,2024-09-16 20:39:54.932,Waiter-000002,
10107,3050,prepare drinks,2024-09-16 20:40:02.239,Barman-000002,
10108,3050,Drink handling,2024-09-16 20:59:14.520,Barman-000001,HOMONYMOUS(Bring drinks)
10109,3050,Review drinks,2024-09-16 21:02:46.536,Waiter-000004,
10110,3050,Prepare food,2024-09-20 21:37:07.866,Cook-000003,HOMONYMOUS(Prepare main course)
10111,3050,Signal food complete,2024-09-28 00:33:57.811,Cook-000001,
10112,3050,Bring food,2024-09-28 01:32:32.096,Cook helper-000002,
10113,3050,Food delivery,2024-09-28 01:37:54.179,Waiter-000001,HOMONYMOUS(Deliver to customer)
50182,3051,Take order,2024-09-16 20:45:00.000,Waiter-000003,
50183,3051,Review order,2024-09-16 20:46:35.317,Waiter-000005,
50184,3051,Prepare starter,2024-09-16 20:46:58.935,Cook helper-000001,
50185,3051,prepare drinks,2024-09-16 20:47:03.935,Barman-000001,
50186,3051,Bring drinks,2024-09-16 20:49:42.698,Barman-000003,
50187,3051,Review drinks,2024-09-16 20:50:07.963,Waiter-000001,
50188,3051,Prepare main course,2024-09-20 21:38:05.645,Cook-000003,
50189,3051,Signal food complete,2024-09-28 00:56:09.915,Cook-000003,
50190,3051,Bring food,2024-09-28 00:59:18.800,Cook helper-000001,
50191,3051,Deliver to customer,2024-09-28 01:01:02.701,Waiter-000001,
20049,3052,Take order,2024-09-16 21:00:00.000,Waiter-000002,
20050,3052,Review order,2024-09-16 21:04:12.123,Waiter-000003,
20051,3052,Prepare food,2024-09-16 21:05:14.046,Cook helper-000003,HOMONYMOUS(Prepare starter)
20053,3052,Drink handling,2024-09-16 21:05:16.742,Barman-000002,HOMONYMOUS(Bring drinks)
20052,3052,prepare drinks,2024-09-16 21:05:19.046,Barman-000003,
20054,3052,Review drinks,2024-09-16 21:10:32.517,Waiter-000005,
20055,3052,prepare drinks,2024-09-16 21:10:39.947,Barman-000001,
20056,3052,Bring drinks,2024-09-16 21:13:19.023,Barman-000003,
20057,3052,Review drinks,2024-09-16 21:13:35.531,Waiter-000001,
20058,3052,Signal food complete,2024-09-20 21:57:42.639,Cook-000002,
20059,3052,Bring food,2024-09-20 22:05:58.403,Cook helper-000001,
20060,3052,Deliver to customer,2024-09-20 22:17:05.422,Waiter-000003,
36036,3053,Take order,2024-09-16 21:15:00.000,Waiter-000004,
36037,3053,Review order,2024-09-16 21:16:46.741,Waiter-000002,
36038,3053,Prepare starter,2024-09-16 21:17:26.638,Cook helper-000002,
36039,3053,prepare drinks,2024-09-16 21:17:31.638,Barman-000002,
36040,3053,Bring drinks,2024-09-16 21:19:59.542,Barman-000001,
36041,3053,Review drinks,2024-09-16 21:27:51.048,Waiter-000003,
36042,3053,prepare drinks,2024-09-16 21:31:05.829,Barman-000003,
36043,3053,Bring drinks,2024-09-16 21:39:48.308,Barman-000002,
36044,3053,Review drinks,2024-09-16 21:42:42.033,Waiter-000002,
36045,3053,Prepare main course,2024-09-20 22:06:00.403,Cook-000002,
36046,3053,Signal food complete,2024-09-28 01:08:48.955,Cook-000003,
36047,3053,Bring food,2024-09-30 18:14:48.544,Cook helper-000002,
36048,3053,Deliver to customer,2024-09-30 18:18:48.369,Waiter-000005,
52236,3054,Take order,2024-09-16 21:30:00.000,Waiter-000005,
52237,3054,Review order,2024-09-16 21:32:48.684,Waiter-000001,
52238,3054,Prepare starter,2024-09-16 21:33:51.698,Cook helper-000001,
52239,3054,Drink handling,2024-09-16 21:33:56.698,Barman-000002,HOMONYMOUS(prepare drinks)
52240,3054,Bring drinks,2024-09-16 21:35:48.159,Barman-000001,
52241,3054,Review drinks,2024-09-16 21:41:38.418,Waiter-000004,
52242,3054,Drink handling,2024-09-16 21:44:39.160,Barman-000003,HOMONYMOUS(prepare drinks)
52243,3054,Bring drinks,2024-09-16 21:54:44.097,Barman-000002,
52244,3054,Review drinks,2024-09-16 22:01:25.097,Waiter-000004,
52245,3054,Drink handling,2024-09-16 22:01:39.594,Barman-000003,HOMONYMOUS(prepare drinks)
52246,3054,Bring drinks,2024-09-16 22:04:10.623,Barman-000003,
52247,3054,Review drinks,2024-09-16 22:07:54.177,Waiter-000001,
52248,3054,Signal food complete,2024-09-20 22:15:51.678,Cook-000002,
52249,3054,Bring food,2024-09-20 22:22:37.859,Cook helper-000003,
52250,3054,Deliver to customer,2024-09-20 22:26:29.823,Waiter-000005,
21895,3055,Take order,2024-09-16 21:45:00.000,Waiter-000003,
21896,3055,Review order,2024-09-16 21:47:36.435,Waiter-000005,
21897,3055,prepare drinks,2024-09-16 21:50:11.649,Barman-000001,
21898,3055,Bring drinks,2024-09-16 22:04:13.493,Barman-000001,
21899,3055,Review drinks,2024-09-16 22:12:14.464,Waiter-000003,
21900,3055,Prepare main course,2024-09-20 22:26:00.778,Cook-000001,
21901,3055,Signal food complete,2024-09-28 01:32:32.096,Cook-000001,
21902,3055,Bring food,2024-09-28 01:49:06.170,Cook helper-000002,
21903,3055,Deliver to customer,2024-09-30 18:01:01.979,Waiter-000004,
42005,3056,Take order,2024-09-16 22:00:00.000,Waiter-000001,
42006,3056,Review order,2024-09-16 22:00:18.535,Waiter-000002,
42007,3056,Prepare starter,2024-09-16 22:01:35.148,Cook helper-000003,
42009,3056,Bring drinks,2024-09-16 22:01:36.526,Barman-000002,
42008,3056,prepare drinks,2024-09-16 22:01:40.148,Barman-000002,
42010,3056,Review drinks,2024-09-16 22:02:32.107,Waiter-000003,
42011,3056,prepare drinks,2024-09-16 22:03:21.020,Barman-000002,
42012,3056,Bring drinks,2024-09-16 22:05:44.997,Barman-000002,
42013,3056,Review drinks,2024-09-16 22:06:22.415,Waiter-000005,
42014,3056,Drink handling,2024-09-16 22:07:11.010,Barman-000002,HOMONYMOUS(prepare drinks)
42015,3056,Bring drinks,2024-09-16 22:12:12.532,Barman-000003,
42016,3056,Drink handling,2024-09-16 22:12:13.201,Waiter-000002,HOMONYMOUS(Review drinks)
42017,3056,prepare drinks,2024-09-16 22:16:18.914,Barman-000002,
42018,3056,Bring drinks,2024-09-16 22:22:13.743,Barman-000001,
42019,3056,Review drinks,2024-09-16 22:34:35.453,Waiter-000003,
42020,3056,Prepare main course,2024-09-20 22:43:36.439,Cook-000001,
42021,3056,Signal food complete,2024-09-28 01:49:06.170,Cook-000001,
42022,3056,Bring food,2024-09-28 01:49:18.350,Cook helper-000003,
42023,3056,Deliver to customer,2024-09-28 01:50:44.149,Waiter-000005,
50124,3057,Take order,2024-09-16 22:15:00.000,Waiter-000005,
50125,3057,Review order,2024-09-16 22:15:08.646,Waiter-000001,
50126,3057,Drink handling,2024-09-16 22:16:37.345,Barman-000003,HOMONYMOUS(prepare drinks)
50127,3057,Bring drinks,2024-09-16 22:22:23.370,Barman-000002,
50128,3057,Drink handling,2024-09-16 22:31:57.516,Waiter-000001,HOMONYMOUS(Review drinks)
50129,3057,prepare drinks,2024-09-16 22:32:13.559,Barman-000003,
50130,3057,Drink handling,2024-09-16 22:33:52.859,Barman-000003,HOMONYMOUS(Bring drinks)
50131,3057,Review drinks,2024-09-16 22:35:00.056,Waiter-000005,
50132,3057,Prepare main course,2024-09-20 22:48:03.961,Cook-000002,
50133,3057,Signal food complete,2024-09-28 01:51:54.251,Cook-000002,
50134,3057,Bring food,2024-09-28 01:57:45.770,Cook helper-000001,
50135,3057,Deliver to customer,2024-09-30 18:08:46.973,Waiter-000002,
24051,3058,Take order,2024-09-16 22:30:00.000,Waiter-000002,
24052,3058,Order processing,2024-09-16 22:31:04.350,Waiter-000004,HOMONYMOUS(Review order)
24053,3058,prepare drinks,2024-09-16 22:33:29.930,Barman-000002,
24054,3058,Bring drinks,2024-09-16 22:40:37.344,Barman-000001,
24055,3058,Drink handling,2024-09-16 22:41:18.509,Waiter-000002,HOMONYMOUS(Review drinks)
24056,3058,Prepare food,2024-09-20 23:14:11.469,Cook-000003,HOMONYMOUS(Prepare main course)
24057,3058,Signal food complete,2024-09-30 18:00:42.976,Cook-000002,
24058,3058,Food delivery,2024-09-30 18:27:41.200,Cook helper-000003,HOMONYMOUS(Bring food)
24059,3058,Deliver to customer,2024-09-30 18:38:42.977,Waiter-000003,
7712,3059,Take order,2024-09-16 22:45:00.000,Waiter-000001,
7713,3059,Order processing,2024-09-16 22:45:54.469,Waiter-000004,HOMONYMOUS(Review order)
7714,3059,Prepare food,2024-09-16 22:48:44.672,Cook helper-000001,HOMONYMOUS(Prepare starter)
7715,3059,Drink handling,2024-09-16 22:48:49.672,Barman-000003,HOMONYMOUS(prepare drinks)
7716,3059,Bring drinks,2024-09-16 22:49:08.086,Barman-000002,
7717,3059,Review drinks,2024-09-16 22:53:25.044,Waiter-000003,
7718,3059,Drink handling,2024-09-16 22:53:42.614,Barman-000001,HOMONYMOUS(prepare drinks)
7719,3059,Bring drinks,2024-09-16 23:10:07.494,Barman-000002,
7720,3059,Review drinks,2024-09-16 23:10:56.185,Waiter-000002,
7721,3059,prepare drinks,2024-09-16 23:11:15.640,Barman-000001,
7722,3059,Bring drinks,2024-09-16 23:22:45.396,Barman-000001,
7723,3059,Review drinks,2024-09-16 23:30:07.179,Waiter-000002,
7724,3059,Prepare main course,2024-09-20 23:33:03.270,Cook-000002,
7725,3059,Signal food complete,2024-09-30 18:40:48.174,Cook-000002,
7726,3059,Bring food,2024-09-30 18:51:08.450,Cook helper-000002,
7727,3059,Deliver to customer,2024-09-30 18:52:39.964,Waiter-000001,
38536,3060,Take order,2024-09-16 23:00:00.000,Waiter-000005,
38537,3060,Review order,2024-09-16 23:00:58.885,Waiter-000001,
38538,3060,prepare drinks,2024-09-16 23:01:56.052,Barman-000003,
38539,3060,Bring drinks,2024-09-16 23:12:36.012,Barman-000002,
38540,3060,Review drinks,2024-09-16 23:17:41.541,Waiter-000004,
38541,3060,prepare drinks,2024-09-16 23:20:37.595,Barman-000002,
38542,3060,Bring drinks,2024-09-16 23:21:58.281,Barman-000002,
38543,3060,Review drinks,2024-09-16 23:25:40.948,Waiter-000005,
38544,3060,prepare drinks,2024-09-16 23:26:07.643,Barman-000003,
38545,3060,Bring drinks,2024-09-16 23:36:59.921,Barman-000001,
38546,3060,Review drinks,2024-09-16 23:41:43.938,Waiter-000005,
38547,3060,prepare drinks,2024-09-16 23:44:44.430,Barman-000002,
38548,3060,Bring drinks,2024-09-16 23:46:57.725,Barman-000003,
38549,3060,Review drinks,2024-09-16 23:48:41.004,Waiter-000002,
38550,3060,Prepare main course,2024-09-21 00:10:40.170,Cook-000003,
38551,3060,Signal food complete,2024-09-30 19:02:34.685,Cook-000002,
38552,3060,Bring food,2024-09-30 19:10:44.386,Cook helper-000003,
38553,3060,Deliver to customer,2024-09-30 19:16:57.957,Waiter-000004,
7960,3061,Order processing,2024-09-16 23:15:00.000,Waiter-000005,HOMONYMOUS(Take order)
7961,3061,Review order,2024-09-16 23:16:24.148,Waiter-000001,
7962,3061,prepare drinks,2024-09-16 23:18:10.551,Barman-000003,
7963,3061,Bring drinks,2024-09-16 23:24:25.643,Barman-000003,
7964,3061,Review drinks,2024-09-16 23:24:54.021,Waiter-000003,
7965,3061,Prepare food,2024-09-21 00:33:23.377,Cook-000003,HOMONYMOUS(Prepare main course)
7966,3061,Signal food complete,2024-09-30 19:46:26.048,Cook-000001,
7967,3061,Bring food,2024-09-30 19:52:39.900,Cook helper-000003,
7968,3061,Deliver to customer,2024-09-30 19:59:00.055,Waiter-000002,
56002,3062,Take order,2024-09-16 23:30:00.000,Waiter-000001,
56003,3062,Review order,2024-09-16 23:35:24.109,Waiter-000004,
56004,3062,prepare drinks,2024-09-16 23:35:38.981,Barman-000002,
56005,3062,Bring drinks,2024-09-16 23:38:09.070,Barman-000003,
56006,3062,Review drinks,2024-09-16 23:41:13.105,Waiter-000003,
56007,3062,Prepare main course,2024-09-21 01:24:35.221,Cook-000002,
56008,3062,Signal food complete,2024-09-30 20:00:10.882,Cook-000001,
56009,3062,Bring food,2024-09-30 20:23:46.744,Cook helper-000003,
56010,3062,Deliver to customer,2024-09-30 20:32:03.661,Waiter-000004,
35964,3063,Take order,2024-09-16 23:45:00.000,Waiter-000001,
35965,3063,Review order,2024-09-16 23:46:10.264,Waiter-000004,
35966,3063,Prepare starter,2024-09-16 23:46:29.543,Cook helper-000001,
35967,3063,Drink handling,2024-09-16 23:46:34.543,Barman-000003,HOMONYMOUS(prepare drinks)
35968,3063,Drink handling,2024-09-16 23:46:57.487,Barman-000001,HOMONYMOUS(Bring drinks)
35969,3063,Review drinks,2024-09-16 23:51:07.491,Waiter-000003,
35970,3063,Prepare main course,2024-09-21 01:38:19.430,Cook-000002,
35971,3063,Signal food complete,2024-09-30 20:09:57.207,Cook-000003,
35972,3063,Bring food,2024-09-30 20:16:50.888,Cook helper-000001,
35973,3063,Deliver to customer,2024-09-30 20:20:47.111,Waiter-000004,
38402,3064,Take order,2024-09-17 00:00:00.000,Waiter-000001,
38403,3064,Review order,2024-09-17 00:03:05.892,Waiter-000004,
38404,3064,Prepare starter,2024-09-17 00:04:32.501,Cook helper-000002,
38405,3064,prepare drinks,2024-09-17 00:04:37.501,Barman-000002,
38406,3064,Bring drinks,2024-09-17 00:05:16.416,Barman-000003,
38407,3064,Review drinks,2024-09-17 00:07:52.335,Waiter-000002,
38408,3064,Prepare main course,2024-09-21 01:54:41.096,Cook-000001,
38409,3064,Signal food complete,2024-09-30 20:28:11.730,Cook-000001,
38410,3064,Bring food,2024-09-30 21:12:40.261,Cook helper-000002,
38411,3064,Deliver to customer,2024-09-30 21:15:01.844,Waiter-000005,
50164,3065,Take order,2024-09-17 00:15:00.000,Waiter-000003,
50165,3065,Review order,2024-09-17 00:16:16.483,Waiter-000005,
50166,3065,prepare drinks,2024-09-17 00:17:08.818,Barman-000001,
50167,3065,Bring drinks,2024-09-17 00:17:12.911,Barman-000002,
50168,3065,Review drinks,2024-09-17 00:25:03.678,Waiter-000004,
50169,3065,Prepare main course,2024-09-23 18:08:39.414,Cook-000003,
50170,3065,Signal food complete,2024-09-30 21:12:40.261,Cook-000001,
50171,3065,Bring food,2024-09-30 21:43:53.811,Cook helper-000001,
50172,3065,Deliver to customer,2024-09-30 21:45:25.197,Waiter-000005,
5657,3066,Take order,2024-09-17 00:30:00.000,Waiter-000003,
5658,3066,Review order,2024-09-17 00:30:51.986,Waiter-000005,
5659,3066,prepare drinks,2024-09-17 00:31:26.549,Barman-000003,
5660,3066,Bring drinks,2024-09-17 00:32:32.400,Barman-000001,
5661,3066,Review drinks,2024-09-17 00:33:49.148,Waiter-000001,
5662,3066,prepare drinks,2024-09-17 00:35:03.995,Barman-000002,
5663,3066,Bring drinks,2024-09-17 00:35:45.614,Barman-000003,
5664,3066,Review drinks,2024-09-17 00:38:20.781,Waiter-000002,
5665,3066,Prepare main course,2024-09-23 18:57:31.060,Cook-000003,
5666,3066,Signal food complete,2024-09-30 21:38:30.068,Cook-000003,
5667,3066,Bring food,2024-09-30 22:42:29.642,Cook helper-000002,
5668,3066,Deliver to customer,2024-09-30 22:45:09.610,Waiter-000005,
36499,3067,Take order,2024-09-17 00:45:00.000,Waiter-000003,
36500,3067,Review order,2024-09-17 00:45:37.606,Waiter-000005,
36501,3067,Prepare starter,2024-09-17 00:45:58.170,Cook helper-000001,
36502,3067,prepare drinks,2024-09-17 00:46:03.170,Barman-000001,
36503,3067,Bring drinks,2024-09-17 00:46:06.465,Barman-000002,
36504,3067,Review drinks,2024-09-17 00:49:27.845,Waiter-000001,
36505,3067,Drink handling,2024-09-17 00:52:01.036,Barman-000003,HOMONYMOUS(prepare drinks)
36506,3067,Bring drinks,2024-09-17 00:55:02.360,Barman-000001,
36507,3067,Drink handling,2024-09-17 00:58:47.625,Waiter-000002,HOMONYMOUS(Review drinks)
36508,3067,Prepare main course,2024-09-23 18:57:56.430,Cook-000001,
36509,3067,Signal food complete,2024-09-30 21:43:53.811,Cook-000001,
36510,3067,Bring food,2024-09-30 21:47:10.693,Cook helper-000002,
36511,3067,Deliver to customer,2024-09-30 21:54:20.938,Waiter-000003,
52789,3068,Take order,2024-09-17 01:00:00.000,Waiter-000004,
52790,3068,Review order,2024-09-17 01:00:02.560,Waiter-000003,
52791,3068,Prepare starter,2024-09-17 01:00:53.797,Cook helper-000002,
52792,3068,prepare drinks,2024-09-17 01:00:58.797,Barman-000002,
52793,3068,Bring drinks,2024-09-17 01:01:09.666,Barman-000003,
52794,3068,Review drinks,2024-09-17 01:03:49.928,Waiter-000005,
52795,3068,Prepare main course,2024-09-23 18:58:37.161,Cook-000002,
52796,3068,Signal food complete,2024-09-30 22:16:54.104,Cook-000001,
52797,3068,Bring food,2024-09-30 22:20:52.642,Cook helper-000002,
52798,3068,Deliver to customer,2024-09-30 22:27:33.369,Waiter-000003,
22328,3069,Take order,2024-09-17 01:15:00.000,Waiter-000004,
22329,3069,Review order,2024-09-17 01:15:01.403,Waiter-000003,
22330,3069,Prepare starter,2024-09-17 01:15:18.529,Cook helper-000001,
22331,3069,prepare drinks,2024-09-17 01:15:23.529,Barman-000001,
22332,3069,Bring drinks,2024-09-17 01:34:48.463,Barman-000003,
22333,3069,Review drinks,2024-09-17 01:41:09.317,Waiter-000004,
22334,3069,prepare drinks,2024-09-17 01:42:41.336,Barman-000003,
22335,3069,Bring drinks,2024-09-17 01:42:46.023,Barman-000002,
22336,3069,Review drinks,2024-09-17 01:44:38.297,Waiter-000002,
22337,3069,prepare drinks,2024-09-17 01:45:16.334,Barman-000001,
22338,3069,Bring drinks,2024-09-17 01:47:24.021,Barman-000002,
22339,3069,Review drinks,2024-09-17 01:50:18.847,Waiter-000002,
22340,3069,prepare drinks,2024-09-17 01:51:23.176,Barman-000002,
22341,3069,Bring drinks,2024-09-17 01:55:20.947,Barman-000002,
22342,3069,Review drinks,2024-09-17 01:56:10.819,Waiter-000001,
22343,3069,prepare drinks,2024-09-17 01:56:50.994,Barman-000002,
22344,3069,Bring drinks,2024-09-17 18:07:16.374,Barman-000002,
22345,3069,Review drinks,2024-09-17 18:10:49.415,Waiter-000001,
22346,3069,Prepare main course,2024-09-23 19:06:23.012,Cook-000001,
22347,3069,Signal food complete,2024-09-30 21:56:59.051,Cook-000001,
22348,3069,Bring food,2024-09-30 22:16:54.104,Cook helper-000001,
22349,3069,Deliver to customer,2024-09-30 22:23:48.240,Waiter-000005,
49188,3070,Take order,2024-09-17 01:30:00.000,Waiter-000002,
49189,3070,Review order,2024-09-17 01:31:57.854,Waiter-000005,
49190,3070,Prepare starter,2024-09-17 01:32:52.933,Cook helper-000002,
49191,3070,prepare drinks,2024-09-17 01:32:57.933,Barman-000002,
49192,3070,Bring drinks,2024-09-17 01:41:52.280,Barman-000001,
