,Case,Activity,Timestamp,Resource,label
48303,3046,Request info,2024-03-27 00:40:58.243,Manager-000002,
48304,3046,info received,2024-03-27 00:56:01.852,,
48305,3046,Check for completeness,2024-03-27 00:56:11.852,Clerk-000001,
48306,3046,Request info,2024-03-27 01:02:00.872,Manager-000003,
48307,3046,info received,2024-03-27 01:11:41.157,,
48308,3046,Check for completeness,2024-03-27 01:11:51.157,Clerk-000002,
48309,3046,Request info,2024-03-27 01:47:18.002,Manager-000004,
48310,3046,info received,2024-03-27 01:51:06.580,,
48311,3046,Check for completeness,2024-03-27 01:51:16.580,Clerk-000005,
48312,3046,Perform checks,2024-03-27 01:59:23.787,Clerk-000001,
48313,3046,Make decision,2024-03-27 02:10:35.460,Manager-000002,
48314,3046,Notify accept,2024-03-27 02:11:16.708,Manager-000003,
48315,3046,Deliver card,2024-03-27 02:14:26.308,Manager-000001,
23248,3047,Check for completeness,2024-03-27 01:23:43.447,Clerk-000004,
23249,3047,Request info,2024-03-27 01:31:25.255,Manager-000001,
23250,3047,info received,2024-03-27 01:44:46.043,,
23251,3047,Check for completeness,2024-03-27 01:44:56.043,Clerk-000006,
23252,3047,Perform checks,2024-03-27 01:50:15.817,Clerk-000003,
23253,3047,Make decision,2024-03-27 01:56:00.620,Manager-000005,
23254,3047,Notify accept,2024-03-27 02:02:51.825,Manager-000006,
23255,3047,Deliver card,2024-03-27 02:18:24.346,Manager-000005,
7809,3048,Check for completeness,2024-03-27 02:10:52.511,Clerk-000004,
7810,3048,Request info,2024-03-27 02:17:25.148,Manager-000004,
7811,3048,info received,2024-03-27 02:18:21.888,,
7812,3048,Check for completeness,2024-03-27 02:18:31.888,Clerk-000003,
7813,3048,Request info,2024-03-27 02:30:31.307,Manager-000003,
7814,3048,info received,2024-03-27 02:31:35.753,,
7815,3048,Check for completeness,2024-03-27 02:31:45.753,Clerk-000004,
7816,3048,Request info,2024-03-27 02:40:59.101,Manager-000001,
7817,3048,info received,2024-03-27 02:47:32.329,,
7818,3048,Check for completeness,2024-03-27 02:47:42.329,Clerk-000002,
7819,3048,Request info,2024-03-27 02:51:06.845,Manager-000003,
7820,3048,info received,2024-03-27 02:55:14.662,,
7821,3048,Check for completeness,2024-03-27 02:55:24.662,Clerk-000006,
7822,3048,Request info,2024-03-27 03:01:15.961,Manager-000002,
7823,3048,info received,2024-03-27 03:02:34.854,,
7824,3048,Check for completeness,2024-03-27 03:02:44.854,Clerk-000005,
7825,3048,Request info,2024-03-27 03:05:21.626,Manager-000006,
7826,3048,info received,2024-03-27 03:19:43.576,,
7827,3048,Check for completeness,2024-03-27 03:19:53.576,Clerk-000004,
7828,3048,Perform checks,2024-03-27 03:30:53.142,Clerk-000001,
7829,3048,Make decision,2024-03-27 03:34:48.552,Manager-000002,
7830,3048,notify reject,2024-03-27 03:46:59.427,Manager-000004,
7831,3048,time out,2024-03-27 04:11:28.205,,
46108,3049,Verification process,2024-03-27 02:17:18.276,Clerk-000002,HOMONYMOUS(Check for completeness)
46109,3049,Perform checks,2024-03-27 02:18:14.654,Clerk-000006,
46110,3049,Decision review,2024-03-27 02:19:09.664,Manager-000002,HOMONYMOUS(Make decision)
46111,3049,Notify accept,2024-03-27 02:31:41.610,Manager-000004,
46112,3049,Deliver card,2024-03-27 02:33:24.770,Manager-000006,
9693,3050,Verification process,2024-03-27 02:19:06.663,Clerk-000005,HOMONYMOUS(Check for completeness)
9694,3050,Verification process,2024-03-27 02:20:19.840,Clerk-000001,HOMONYMOUS(Perform checks)
9695,3050,Decision review,2024-03-27 03:02:28.016,Manager-000004,HOMONYMOUS(Make decision)
9696,3050,notify reject,2024-03-27 03:08:29.285,Manager-000005,
9697,3050,time out,2024-03-27 03:09:25.929,,
47876,3051,Check for completeness,2024-03-27 03:18:52.611,Clerk-000003,
47877,3051,Request info,2024-03-27 03:25:13.095,Manager-000001,
47878,3051,info received,2024-03-27 03:27:33.205,,
47879,3051,Check for completeness,2024-03-27 03:27:43.205,Clerk-000002,
47880,3051,Perform checks,2024-03-27 03:28:32.783,Clerk-000006,
47881,3051,Make decision,2024-03-27 03:31:10.148,Manager-000003,
47882,3051,Notify accept,2024-03-27 04:09:32.454,Manager-000005,
47883,3051,Deliver card,2024-03-27 04:38:57.400,Manager-000002,
19190,3052,Check for completeness,2024-03-27 04:16:18.924,Clerk-000005,
19191,3052,Request info,2024-03-27 04:16:32.572,Manager-000006,
19192,3052,info received,2024-03-27 04:16:43.665,,
19193,3052,Verification process,2024-03-27 04:16:53.665,Clerk-000003,HOMONYMOUS(Check for completeness)
19194,3052,Request info,2024-03-27 04:22:21.570,Manager-000001,
19195,3052,info received,2024-03-27 04:25:42.855,,
19196,3052,Check for completeness,2024-03-27 04:25:52.855,Clerk-000002,
19197,3052,Verification process,2024-03-27 04:29:02.280,Clerk-000004,HOMONYMOUS(Perform checks)
19198,3052,Make decision,2024-03-27 04:48:09.756,Manager-000003,
19199,3052,notify reject,2024-03-27 05:04:06.328,Manager-000006,
19200,3052,time out,2024-03-27 05:15:32.250,,
34215,3053,Check for completeness,2024-03-27 04:47:31.832,Clerk-000006,
34216,3053,Request info,2024-03-27 04:48:42.693,Manager-000004,
34217,3053,info received,2024-03-27 04:54:17.377,,
34218,3053,Check for completeness,2024-03-27 04:54:27.377,Clerk-000001,
34219,3053,Request info,2024-03-27 05:04:26.277,Manager-000001,
34220,3053,info received,2024-03-27 05:35:26.771,,
34221,3053,Check for completeness,2024-03-27 05:35:36.771,Clerk-000005,
34222,3053,Request info,2024-03-27 05:48:24.406,Manager-000005,
34223,3053,info received,2024-03-27 06:20:21.546,,
34224,3053,Check for completeness,2024-03-27 06:20:31.546,Clerk-000004,
34225,3053,Request info,2024-03-27 06:23:27.330,Manager-000002,
34226,3053,info received,2024-03-27 06:30:27.765,,
34227,3053,Check for completeness,2024-03-27 06:30:37.765,Clerk-000006,
34228,3053,Perform checks,2024-03-27 06:34:13.936,Clerk-000005,
34229,3053,Make decision,2024-03-27 06:55:31.159,Manager-000002,
34230,3053,notify reject,2024-03-27 07:01:43.244,Manager-000003,
34231,3053,time out,2024-03-27 07:11:33.302,,
49854,3054,Verification process,2024-03-27 06:06:46.289,Clerk-000003,HOMONYMOUS(Check for completeness)
49855,3054,Verification process,2024-03-27 06:16:02.754,Clerk-000002,HOMONYMOUS(Perform checks)
49856,3054,Decision review,2024-03-27 06:36:44.587,Manager-000004,HOMONYMOUS(Make decision)
49857,3054,Notify accept,2024-03-27 06:46:40.204,Manager-000006,
49858,3054,Deliver card,2024-03-27 06:55:21.960,Manager-000005,
20894,3055,Check for completeness,2024-03-27 06:32:58.984,Clerk-000001,
20895,3055,Request info,2024-03-27 06:41:44.686,Manager-000003,
20896,3055,info received,2024-03-27 06:45:25.555,,
20897,3055,Check for completeness,2024-03-27 06:45:35.555,Clerk-000003,
20898,3055,Perform checks,2024-03-27 06:52:43.135,Clerk-000004,
20899,3055,Make decision,2024-03-27 06:52:45.282,Manager-000001,
20900,3055,notify reject,2024-03-27 07:09:25.583,Manager-000004,
20901,3055,time out,2024-03-27 07:11:10.796,,
39698,3056,Verification process,2024-03-27 08:16:26.933,Clerk-000006,HOMONYMOUS(Check for completeness)
39699,3056,Verification process,2024-03-27 08:19:51.050,Clerk-000002,HOMONYMOUS(Perform checks)
39700,3056,Make decision,2024-03-27 09:24:04.893,Manager-000006,
39701,3056,notify reject,2024-03-27 09:40:31.766,Manager-000005,
39702,3056,time out,2024-03-27 09:49:34.708,,
47823,3057,Check for completeness,2024-03-27 09:31:37.260,Clerk-000001,
47824,3057,Verification process,2024-03-27 09:57:42.744,Clerk-000003,HOMONYMOUS(Perform checks)
47825,3057,Make decision,2024-03-27 10:00:44.190,Manager-000002,
47826,3057,notify reject,2024-03-27 10:15:30.151,Manager-000001,
47827,3057,time out,2024-03-27 10:24:22.101,,
22889,3058,Check for completeness,2024-03-27 11:28:02.989,Clerk-000004,
22890,3058,Request info,2024-03-27 11:49:10.840,Manager-000006,
22891,3058,info received,2024-03-27 12:10:20.057,,
22892,3058,Check for completeness,2024-03-27 12:10:30.057,Clerk-000006,
22893,3058,Verification process,2024-03-27 12:19:38.087,Clerk-000003,HOMONYMOUS(Perform checks)
22894,3058,Make decision,2024-03-27 12:26:57.609,Manager-000001,
22895,3058,Notify accept,2024-03-27 12:48:58.746,Manager-000005,
22896,3058,Deliver card,2024-03-27 12:49:35.416,Manager-000004,
7373,3059,Check for completeness,2024-03-27 11:38:29.294,Clerk-000005,
7374,3059,Information exchange,2024-03-27 11:43:27.152,Manager-000004,HOMONYMOUS(Request info)
7375,3059,Information exchange,2024-03-27 12:01:19.692,,HOMONYMOUS(info received)
7376,3059,Check for completeness,2024-03-27 12:01:29.692,Clerk-000003,
7377,3059,Request info,2024-03-27 12:06:16.661,Manager-000001,
7378,3059,info received,2024-03-27 12:06:35.862,,
7379,3059,Check for completeness,2024-03-27 12:06:45.862,Clerk-000005,
7380,3059,Perform checks,2024-03-27 12:10:51.011,Clerk-000001,
7381,3059,Make decision,2024-03-27 12:16:53.216,Manager-000003,
7382,3059,Notify accept,2024-03-27 12:20:34.338,Manager-000005,
7383,3059,Deliver card,2024-03-27 12:25:07.306,Manager-000004,
36484,3060,Check for completeness,2024-03-27 11:40:01.988,Clerk-000006,
36485,3060,Perform checks,2024-03-27 11:45:36.453,Clerk-000001,
36486,3060,Make decision,2024-03-27 11:47:44.240,Manager-000003,
36487,3060,Notify accept,2024-03-27 11:51:08.441,Manager-000005,
36488,3060,Deliver card,2024-03-27 11:57:55.320,Manager-000002,
7621,3061,Verification process,2024-03-27 11:42:10.457,Clerk-000002,HOMONYMOUS(Check for completeness)
7622,3061,Verification process,2024-03-27 12:25:40.283,Clerk-000005,HOMONYMOUS(Perform checks)
7623,3061,Decision review,2024-03-27 12:27:35.245,Manager-000006,HOMONYMOUS(Make decision)
7624,3061,Notify accept,2024-03-27 12:31:41.534,Manager-000002,
7625,3061,Deliver card,2024-03-27 12:38:00.930,Manager-000003,
53465,3062,Check for completeness,2024-03-27 12:14:20.894,Clerk-000004,
53466,3062,Perform checks,2024-03-27 13:10:21.218,Clerk-000002,
53467,3062,Make decision,2024-03-27 13:30:55.901,Manager-000006,
53468,3062,notify reject,2024-03-27 13:57:31.448,Manager-000005,
53469,3062,time out,2024-03-27 13:58:07.357,,
34149,3063,Check for completeness,2024-03-27 13:04:28.080,Clerk-000001,
34150,3063,Verification process,2024-03-27 13:09:55.165,Clerk-000006,HOMONYMOUS(Perform checks)
34151,3063,Decision review,2024-03-27 13:37:16.774,Manager-000002,HOMONYMOUS(Make decision)
34152,3063,Notify accept,2024-03-27 13:37:34.125,Manager-000001,
34153,3063,Deliver card,2024-03-27 13:38:51.909,Manager-000003,
36298,3064,Check for completeness,2024-03-27 14:04:14.985,Clerk-000003,
36299,3064,Perform checks,2024-03-27 14:15:13.637,Clerk-000004,
36300,3064,Make decision,2024-03-27 14:27:19.431,Manager-000004,
36301,3064,notify reject,2024-03-27 15:06:42.309,Manager-000003,
36302,3064,review request received,2024-03-27 15:13:25.040,,
36303,3064,Check for completeness,2024-03-27 15:13:35.040,Clerk-000006,
36304,3064,Perform checks,2024-03-27 15:20:43.892,Clerk-000005,
36305,3064,Make decision,2024-03-27 15:25:53.614,Manager-000006,
36306,3064,notify reject,2024-03-27 15:27:06.344,Manager-000005,
36307,3064,time out,2024-03-27 15:41:07.528,,
47844,3065,Check for completeness,2024-03-27 14:12:51.603,Clerk-000005,
47845,3065,Perform checks,2024-03-27 14:14:51.204,Clerk-000001,
47846,3065,Make decision,2024-03-27 14:31:01.608,Manager-000002,
47847,3065,notify reject,2024-03-27 14:45:39.152,Manager-000001,
47848,3065,review request received,2024-03-27 14:54:21.083,,
47849,3065,Check for completeness,2024-03-27 14:54:31.083,Clerk-000002,
47850,3065,Perform checks,2024-03-27 15:21:12.642,Clerk-000003,
47851,3065,Make decision,2024-03-27 15:37:10.315,Manager-000002,
47852,3065,Notify accept,2024-03-27 15:57:05.516,Manager-000004,
47853,3065,Deliver card,2024-03-27 16:03:01.709,Manager-000003,
5548,3066,Check for completeness,2024-03-27 15:28:14.701,Clerk-000004,
5549,3066,Perform checks,2024-03-27 15:46:56.194,Clerk-000001,
5550,3066,Make decision,2024-03-27 15:52:29.731,Manager-000001,
5551,3066,notify reject,2024-03-27 16:09:06.743,Manager-000006,
5552,3066,time out,2024-03-27 16:13:20.632,,
34647,3067,Check for completeness,2024-03-27 18:45:41.268,Clerk-000006,
34648,3067,Verification process,2024-03-27 18:48:42.663,Clerk-000005,HOMONYMOUS(Perform checks)
34649,3067,Decision review,2024-03-27 19:07:13.946,Manager-000004,HOMONYMOUS(Make decision)
34650,3067,Notify accept,2024-03-27 19:26:53.296,Manager-000003,
34651,3067,Deliver card,2024-03-27 19:33:49.903,Manager-000005,
50288,3068,Check for completeness,2024-03-27 18:48:22.769,Clerk-000002,
50289,3068,Perform checks,2024-03-27 19:03:42.809,Clerk-000004,
50290,3068,Make decision,2024-03-27 19:05:48.579,Manager-000005,
50291,3068,notify reject,2024-03-27 19:10:58.738,Manager-000001,
50292,3068,review request received,2024-03-27 19:19:09.734,,
50293,3068,Check for completeness,2024-03-27 19:19:19.734,Clerk-000006,
50294,3068,Perform checks,2024-03-27 19:19:52.248,Clerk-000002,
50295,3068,Make decision,2024-03-27 19:50:27.136,Manager-000001,
50296,3068,Notify accept,2024-03-27 19:52:32.668,Manager-000004,
50297,3068,Deliver card,2024-03-27 20:00:09.548,Manager-000003,
21229,3069,Check for completeness,2024-03-27 19:00:04.583,Clerk-000003,
21230,3069,Request info,2024-03-27 19:06:34.468,Manager-000002,
21231,3069,info received,2024-03-27 19:18:35.018,,
21232,3069,Check for completeness,2024-03-27 19:18:45.018,Clerk-000001,
21233,3069,Request info,2024-03-27 19:24:51.970,Manager-000006,
21234,3069,info received,2024-03-27 19:42:27.342,,
21235,3069,Check for completeness,2024-03-27 19:42:37.342,Clerk-000004,
21236,3069,Request info,2024-03-27 19:46:43.627,Manager-000002,
21237,3069,info received,2024-03-27 19:51:39.582,,
21238,3069,Check for completeness,2024-03-27 19:51:49.582,Clerk-000003,
21239,3069,Perform checks,2024-03-27 19:54:52.323,Clerk-000005,
21240,3069,Make decision,2024-03-27 20:07:27.885,Manager-000005,
21241,3069,Notify accept,2024-03-27 20:10:28.669,Manager-000006,
21242,3069,Deliver card,2024-03-27 20:22:41.359,Manager-000001,
46898,3070,Check for completeness,2024-03-27 20:11:44.718,Clerk-000006,
46899,3070,Request info,2024-03-27 20:15:19.557,Manager-000002,
46900,3070,info received,2024-03-27 20:15:42.849,,
46901,3070,Check for completeness,2024-03-27 20:15:52.849,Clerk-000001,
46902,3070,Perform checks,2024-03-27 20:34:34.258,Clerk-000004,
46903,3070,Make decision,2024-03-27 20:39:33.960,Manager-000004,
46904,3070,notify reject,2024-03-27 20:42:48.102,Manager-000005,
46905,3070,time out,2024-03-27 20:47:48.945,,
33283,3071,Check for completeness,2024-03-27 23:30:54.187,Clerk-000002,
33284,3071,Perform checks,2024-03-27 23:38:24.021,Clerk-000003,
33285,3071,Make decision,2024-03-27 23:40:18.453,Manager-000002,
33286,3071,Notify accept,2024-03-27 23:44:41.594,Manager-000003,
33287,3071,Deliver card,2024-03-27 23:49:03.106,Manager-000006,
6558,3072,Check for completeness,2024-03-28 01:41:55.626,Clerk-000005,
6559,3072,Perform checks,2024-03-28 01:42:26.632,Clerk-000006,
6560,3072,Make decision,2024-03-28 02:00:35.716,Manager-000001,
6561,3072,notify reject,2024-03-28 02:35:30.041,Manager-000002,
6562,3072,review request received,2024-03-28 02:58:48.103,,
6563,3072,Check for completeness,2024-03-28 02:58:58.103,Clerk-000002,
6564,3072,Perform checks,2024-03-28 03:04:54.697,Clerk-000003,
6565,3072,Make decision,2024-03-28 03:17:25.034,Manager-000006,
6566,3072,notify reject,2024-03-28 03:23:01.070,Manager-000005,
6567,3072,review request received,2024-03-28 03:38:58.233,,
6568,3072,Check for completeness,2024-03-28 03:39:08.233,Clerk-000001,
6569,3072,Request info,2024-03-28 03:40:21.801,Manager-000002,
6570,3072,info received,2024-03-28 03:49:38.215,,
6571,3072,Check for completeness,2024-03-28 03:49:48.215,Clerk-000004,
6572,3072,Request info,2024-03-28 04:06:31.875,Manager-000004,
6573,3072,info received,2024-03-28 04:26:33.373,,
6574,3072,Check for completeness,2024-03-28 04:26:43.373,Clerk-000002,
6575,3072,Request info,2024-03-28 04:43:32.801,Manager-000006,
6576,3072,info received,2024-03-28 04:45:55.691,,
6577,3072,Check for completeness,2024-03-28 04:46:05.691,Clerk-000005,
6578,3072,Request info,2024-03-28 04:52:51.437,Manager-000001,
6579,3072,info received,2024-03-28 04:55:48.579,,
6580,3072,Check for completeness,2024-03-28 04:55:58.579,Clerk-000003,
6581,3072,Request info,2024-03-28 05:40:22.767,Manager-000003,
6582,3072,info received,2024-03-28 05:44:04.079,,
6583,3072,Check for completeness,2024-03-28 05:44:14.079,Clerk-000006,
6584,3072,Perform checks,2024-03-28 05:47:24.524,Clerk-000001,
6585,3072,Make decision,2024-03-28 05:51:37.643,Manager-000005,
6586,3072,notify reject,2024-03-28 06:01:37.054,Manager-000002,
6587,3072,time out,2024-03-28 06:06:23.304,,
46725,3073,Verification process,2024-03-28 02:01:44.707,Clerk-000001,HOMONYMOUS(Check for completeness)
46726,3073,Perform checks,2024-03-28 02:14:47.248,Clerk-000004,
46727,3073,Decision review,2024-03-28 02:21:21.656,Manager-000004,HOMONYMOUS(Make decision)
46728,3073,Notify accept,2024-03-28 02:34:44.405,Manager-000005,
46729,3073,Deliver card,2024-03-28 02:46:05.966,Manager-000003,
33071,3074,Verification process,2024-03-28 03:09:57.809,Clerk-000005,HOMONYMOUS(Check for completeness)
33072,3074,Verification process,2024-03-28 03:11:58.166,Clerk-000006,HOMONYMOUS(Perform checks)
33073,3074,Make decision,2024-03-28 03:18:09.111,Manager-000004,
33074,3074,Notify accept,2024-03-28 03:19:23.383,Manager-000001,
33075,3074,Deliver card,2024-03-28 03:24:17.682,Manager-000003,
33151,3075,Check for completeness,2024-03-28 06:35:31.019,Clerk-000004,
33152,3075,Request info,2024-03-28 06:47:54.639,Manager-000004,
33153,3075,info received,2024-03-28 06:49:15.262,,
33154,3075,Check for completeness,2024-03-28 06:49:25.262,Clerk-000002,
33155,3075,Perform checks,2024-03-28 06:51:50.613,Clerk-000005,
33156,3075,Make decision,2024-03-28 06:58:41.446,Manager-000006,
33157,3075,notify reject,2024-03-28 07:13:47.725,Manager-000001,
33158,3075,review request received,2024-03-28 07:31:01.591,,
33159,3075,Check for completeness,2024-03-28 07:31:11.591,Clerk-000003,
33160,3075,Request info,2024-03-28 07:40:37.176,Manager-000003,
33161,3075,info received,2024-03-28 07:44:49.408,,
33162,3075,Check for completeness,2024-03-28 07:44:59.408,Clerk-000004,
33163,3075,Perform checks,2024-03-28 07:52:35.852,Clerk-000002,
33164,3075,Make decision,2024-03-28 08:02:15.829,Manager-000004,
33165,3075,notify reject,2024-03-28 08:23:57.914,Manager-000005,
33166,3075,review request received,2024-03-28 08:31:59.820,,
33167,3075,Check for completeness,2024-03-28 08:32:09.820,Clerk-000002,
33168,3075,Perform checks,2024-03-28 08:41:14.598,Clerk-000003,
33169,3075,Make decision,2024-03-28 08:45:19.786,Manager-000001,
33170,3075,notify reject,2024-03-28 08:49:31.715,Manager-000005,
33171,3075,time out,2024-03-28 08:55:23.671,,
46643,3076,Check for completeness,2024-03-28 07:36:03.223,Clerk-000006,
46644,3076,Perform checks,2024-03-28 07:42:07.996,Clerk-000001,
46645,3076,Make decision,2024-03-28 07:47:57.780,Manager-000005,
46646,3076,Notify accept,2024-03-28 07:57:22.400,Manager-000002,
46647,3076,Deliver card,2024-03-28 08:15:12.392,Manager-000003,
6379,3077,Check for completeness,2024-03-28 08:00:56.378,Clerk-000005,
6380,3077,Perform checks,2024-03-28 08:30:41.048,Clerk-000004,
6381,3077,Make decision,2024-03-28 08:37:24.195,Manager-000006,
6382,3077,Notify accept,2024-03-28 08:47:36.532,Manager-000004,
6383,3077,Deliver card,2024-03-28 09:02:05.729,Manager-000002,
32957,3078,Check for completeness,2024-03-28 08:01:53.459,Clerk-000003,
32958,3078,Request info,2024-03-28 08:03:27.086,Manager-000006,
32959,3078,info received,2024-03-28 08:09:06.523,,
32960,3078,Check for completeness,2024-03-28 08:09:16.523,Clerk-000006,
32961,3078,Request info,2024-03-28 08:09:47.722,Manager-000001,
32962,3078,info received,2024-03-28 08:22:18.299,,
32963,3078,Check for completeness,2024-03-28 08:22:28.299,Clerk-000001,
32964,3078,Request info,2024-03-28 08:41:00.432,Manager-000002,
32965,3078,info received,2024-03-28 08:45:27.208,,
32966,3078,Check for completeness,2024-03-28 08:45:37.208,Clerk-000006,
32967,3078,Request info,2024-03-28 08:45:39.489,Manager-000003,
32968,3078,info received,2024-03-28 09:05:49.134,,
32969,3078,Check for completeness,2024-03-28 09:05:59.134,Clerk-000005,
32970,3078,Request info,2024-03-28 09:07:43.869,Manager-000006,
32971,3078,info received,2024-03-28 09:23:24.860,,
32972,3078,Check for completeness,2024-03-28 09:23:34.860,Clerk-000004,
32973,3078,Perform checks,2024-03-28 09:31:05.715,Clerk-000001,
32974,3078,Make decision,2024-03-28 09:41:11.760,Manager-000001,
32975,3078,Notify accept,2024-03-28 10:06:20.118,Manager-000005,
32976,3078,Deliver card,2024-03-28 10:20:26.703,Manager-000004,
46607,3079,Check for completeness,2024-03-28 11:34:49.000,Clerk-000002,
46608,3079,Request info,2024-03-28 11:36:00.595,Manager-000003,
46609,3079,info received,2024-03-28 11:39:58.850,,
46610,3079,Check for completeness,2024-03-28 11:40:08.850,Clerk-000003,
46611,3079,Perform checks,2024-03-28 11:41:19.344,Clerk-000006,
46612,3079,Make decision,2024-03-28 11:41:48.346,Manager-000006,
46613,3079,notify reject,2024-03-28 11:54:18.601,Manager-000002,
46614,3079,time out,2024-03-28 11:56:39.626,,
20078,3080,Check for completeness,2024-03-28 12:36:21.084,Clerk-000005,
20079,3080,Request info,2024-03-28 12:40:38.197,Manager-000001,
20080,3080,info received,2024-03-28 12:51:06.027,,
20081,3080,Check for completeness,2024-03-28 12:51:16.027,Clerk-000004,
20082,3080,Perform checks,2024-03-28 13:16:31.694,Clerk-000001,
20083,3080,Make decision,2024-03-28 13:34:51.987,Manager-000005,
20084,3080,Notify accept,2024-03-28 13:44:13.731,Manager-000004,
20085,3080,Deliver card,2024-03-28 13:48:08.632,Manager-000003,
46893,3081,Check for completeness,2024-03-28 14:48:41.019,Clerk-000002,
46894,3081,Perform checks,2024-03-28 14:49:32.868,Clerk-000003,
46895,3081,Make decision,2024-03-28 15:03:52.391,Manager-000006,
46896,3081,Notify accept,2024-03-28 15:12:27.424,Manager-000002,
46897,3081,Deliver card,2024-03-28 15:17:35.367,Manager-000001,
33232,3082,Check for completeness,2024-03-28 15:33:34.085,Clerk-000006,
33233,3082,Perform checks,2024-03-28 15:40:07.292,Clerk-000005,
33234,3082,Make decision,2024-03-28 15:55:28.037,Manager-000005,
33235,3082,notify reject,2024-03-28 15:58:27.432,Manager-000004,
33236,3082,time out,2024-03-28 16:05:04.334,,
6523,3083,Check for completeness,2024-03-28 15:48:28.395,Clerk-000004,
6524,3083,Request info,2024-03-28 16:00:22.726,Manager-000003,
6525,3083,info received,2024-03-28 16:16:56.450,,
6526,3083,Check for completeness,2024-03-28 16:17:06.450,Clerk-000001,
6527,3083,Request info,2024-03-28 16:48:29.270,Manager-000006,
6528,3083,info received,2024-03-28 17:04:42.635,,
6529,3083,Check for completeness,2024-03-28 17:04:52.635,Clerk-000005,
6530,3083,Request info,2024-03-28 17:34:00.206,Manager-000006,
6531,3083,info received,2024-03-28 17:56:57.626,,
6532,3083,Check for completeness,2024-03-28 17:57:07.626,Clerk-000005,
6533,3083,Perform checks,2024-03-28 17:57:52.077,Clerk-000006,
6534,3083,Make decision,2024-03-28 17:58:20.194,Manager-000005,
6535,3083,Notify accept,2024-03-28 18:05:07.915,Manager-000006,
6536,3083,Deliver card,2024-03-28 18:13:14.240,Manager-000002,
46659,3084,Check for completeness,2024-03-28 16:40:15.920,Clerk-000002,
46660,3084,Perform checks,2024-03-28 16:48:35.529,Clerk-000003,
46661,3084,Make decision,2024-03-28 17:23:11.082,Manager-000003,
46662,3084,notify reject,2024-03-28 18:19:40.167,Manager-000004,
46663,3084,review request received,2024-03-28 18:32:54.930,,
46664,3084,Check for completeness,2024-03-28 18:33:04.930,Clerk-000001,
46665,3084,Request info,2024-03-28 18:45:41.898,Manager-000002,
46666,3084,info received,2024-03-28 18:47:06.375,,
46667,3084,Check for completeness,2024-03-28 18:47:16.375,Clerk-000005,
46668,3084,Request info,2024-03-28 19:08:39.833,Manager-000003,
46669,3084,info received,2024-03-28 19:16:49.556,,
46670,3084,Check for completeness,2024-03-28 19:16:59.556,Clerk-000006,
46671,3084,Request info,2024-03-28 19:29:22.501,Manager-000001,
46672,3084,info received,2024-03-28 19:46:57.979,,
46673,3084,Check for completeness,2024-03-28 19:47:07.979,Clerk-000004,
46674,3084,Request info,2024-03-28 19:48:46.482,Manager-000004,
46675,3084,info received,2024-03-28 20:05:40.694,,
46676,3084,Check for completeness,2024-03-28 20:05:50.694,Clerk-000002,
46677,3084,Request info,2024-03-28 20:11:21.286,Manager-000005,
46678,3084,info received,2024-03-28 20:27:42.802,,
46679,3084,Check for completeness,2024-03-28 20:27:52.802,Clerk-000003,
46680,3084,Perform checks,2024-03-28 20:33:13.252,Clerk-000001,
46681,3084,Make decision,2024-03-28 20:47:24.708,Manager-000002,
46682,3084,Notify accept,2024-03-28 20:54:17.011,Manager-000006,
46683,3084,Deliver card,2024-03-28 21:05:18.187,Manager-000003,
33046,3085,Check for completeness,2024-03-28 16:54:36.711,Clerk-000006,
33047,3085,Request info,2024-03-28 16:54:37.044,Manager-000002,
33048,3085,info received,2024-03-28 17:05:31.623,,
33049,3085,Check for completeness,2024-03-28 17:05:41.623,Clerk-000004,
33050,3085,Request info,2024-03-28 17:05:55.405,Manager-000001,
33051,3085,info received,2024-03-28 17:16:09.590,,
33052,3085,Check for completeness,2024-03-28 17:16:19.590,Clerk-000002,
33053,3085,Request info,2024-03-28 17:22:00.949,Manager-000004,
33054,3085,info received,2024-03-28 17:26:09.148,,
33055,3085,Check for completeness,2024-03-28 17:26:19.148,Clerk-000004,
33056,3085,Request info,2024-03-28 17:38:54.413,Manager-000002,
33057,3085,info received,2024-03-28 17:39:30.311,,
33058,3085,Check for completeness,2024-03-28 17:39:40.311,Clerk-000002,
33059,3085,Perform checks,2024-03-28 17:42:08.073,Clerk-000003,
33060,3085,Make decision,2024-03-28 17:44:10.634,Manager-000001,
33061,3085,notify reject,2024-03-28 17:55:21.060,Manager-000002,
33062,3085,review request received,2024-03-28 17:57:50.099,,
33063,3085,Check for completeness,2024-03-28 17:58:00.099,Clerk-000004,
33064,3085,Request info,2024-03-28 18:02:14.945,Manager-000001,
33065,3085,info received,2024-03-28 18:21:16.812,,
33066,3085,Check for completeness,2024-03-28 18:21:26.812,Clerk-000002,
33067,3085,Perform checks,2024-03-28 18:28:25.772,Clerk-000003,
33068,3085,Make decision,2024-03-28 18:35:13.157,Manager-000005,
33069,3085,notify reject,2024-03-28 18:43:04.884,Manager-000006,
33070,3085,time out,2024-03-28 19:00:26.798,,
33038,3086,Check for completeness,2024-03-28 17:11:14.165,Clerk-000001,
33039,3086,Request info,2024-03-28 17:13:48.596,Manager-000005,
33040,3086,info received,2024-03-28 17:25:32.064,,
33041,3086,Check for completeness,2024-03-28 17:25:42.064,Clerk-000006,
33042,3086,Perform checks,2024-03-28 17:34:58.034,Clerk-000001,
