Case,Activity,Timestamp,Resource,Event,label
7711919,create procedure confirmation,2013-06-25 07:01:44.000,560912,43467,
7711919,create publication document,2013-06-25 07:01:45.000,560912,43468,
7711919,forward to the competent authority,2013-06-25 07:01:46.000,560912,43464,
7711919,inform BAG administrator,2013-06-25 07:01:47.000,560912,43465,
7711919,phase application received,2013-06-25 07:01:48.000,560912,43469,
7711919,registration date publication,2013-06-25 07:01:49.000,560912,43470,
7711919,regular procedure without MER,2013-06-25 07:01:50.000,560912,43466,
7711919,send confirmation receipt,2013-06-25 07:01:51.000,560912,43463,
7711919,send confirmation receipt,2013-06-25 07:01:52.000,560912,43472,
7711919,start WABOprocedure,2013-06-25 07:01:53.000,560912,43471,
7711919,create letter requesting missing data,2013-08-12 07:00:17.000,2670601,43478,
7711919,create subcases completeness,2013-08-12 07:00:18.000,2670601,43474,
7711919,investigate BAG objects,2013-08-12 07:00:19.000,2670601,43479,
7711919,phase asked additional information,2013-08-12 07:00:20.000,2670601,43481,
7711919,procedure change,2013-08-12 07:00:21.000,2670601,43475,
7711919,request complete,2013-08-12 07:00:22.000,2670601,43476,
7711919,retrieve missing data,2013-08-12 07:00:23.000,2670601,43480,
7711919,term for supplying missing data,2013-08-12 07:00:24.000,2670601,43477,
7711919,MER present in supplement,2013-09-23 07:00:39.000,560872,43486,
7711919,enter receipt of additional data,2013-09-23 07:00:40.000,560872,43484,
7711919,phase additional information received,2013-09-23 07:00:41.000,560872,43487,
7711919,receive additional information,2013-09-23 07:00:42.000,560872,43483,
7711919,send confirmation receipt additional data,2013-09-23 07:00:43.000,560872,43485,
7711919,keep permanently suspended,2013-10-21 07:00:07.000,2670601,43489,
7711919,request complete,2013-10-21 07:00:08.000,2670601,43488,
7711919,article 34  WABO applies,2013-12-18 08:00:03.000,2670601,43493,
7711919,ask stakeholders views,2013-12-18 08:00:04.000,2670601,43495,
7711919,assessment of content completed,2013-12-18 08:00:05.000,2670601,43506,
7711919,by law,2013-12-18 08:00:06.000,2670601,43498,
7711919,completed subcases content,2013-12-18 08:00:07.000,2670601,43509,
7711919,coordination of application,2013-12-18 08:00:08.000,2670601,43497,
7711919,creating environmental permit decision,2013-12-18 08:00:09.000,2670601,43510,
7711919,decision date prior to decision,2013-12-18 08:00:10.000,2670601,43499,
7711919,generating decision environmental permit,2013-12-18 08:00:11.000,2670601,43503,
7711919,grounds for refusal,2013-12-18 08:00:12.000,2670601,43494,
7711919,phase advice known,2013-12-18 08:00:13.000,2670601,43505,
7711919,phase application receptive,2013-12-18 08:00:14.000,2670601,43501,
7711919,phase decision ready,2013-12-18 08:00:15.000,2670601,43508,
7711919,procedure change,2013-12-18 08:00:16.000,2670601,43492,
7711919,request complete,2013-12-18 08:00:17.000,2670601,43490,
7711919,send letter in progress,2013-12-18 08:00:18.000,2670601,43491,
7711919,set decision status,2013-12-18 08:00:19.000,2670601,43504,
7711919,stop suspended completeness subcases,2013-12-18 08:00:20.000,2670601,43507,
7711919,submit decision,2013-12-18 08:00:21.000,2670601,43500,
7711919,suspension ground applicable,2013-12-18 08:00:22.000,2670601,43496,
7711919,treat subcases content,2013-12-18 08:00:23.000,2670601,43502,
7711919,creating cover letter decision,2013-12-20 08:00:14.000,560890,43512,
7711919,enter senddate decision,2013-12-20 08:00:15.000,560890,43517,
7711919,enter senddate decision environmental permit,2013-12-20 08:00:16.000,560890,43514,
7711919,phase decision sent,2013-12-20 08:00:17.000,560890,43519,
7711919,phase decision taken,2013-12-20 08:00:18.000,560890,43516,
7711919,record date of decision environmental permit,2013-12-20 08:00:19.000,560890,43518,
7711919,register objection and appeal periods,2013-12-20 08:00:20.000,560890,43511,
7711919,set decision phase decision permitting decided,2013-12-20 08:00:21.000,560890,43513,
7711919,transcript decision environmental permit to stakeholders,2013-12-20 08:00:22.000,560890,43515,
7711919,enter senddate decision environmental permit,2013-12-23 08:00:03.000,560890,43521,
7711919,start decision phase decision permitting sent,2013-12-23 08:00:04.000,560890,43520,
7716906,register submission date request,2013-06-18 07:00:28.000,560872,43522,
7716906,OLO messaging active,2013-06-20 07:00:42.000,560872,43523,
7716906,create procedure confirmation,2013-06-20 07:00:43.000,560872,43527,
7716906,forward to the competent authority,2013-06-20 07:00:44.000,560872,43525,
7716906,phase application received,2013-06-20 07:00:45.000,560872,43528,
7716906,registration date publication,2013-06-20 07:00:46.000,560872,43529,
7716906,regular procedure without MER,2013-06-20 07:00:47.000,560872,43526,
7716906,send confirmation receipt,2013-06-20 07:00:48.000,560872,43524,
7716906,send confirmation receipt,2013-06-20 07:00:49.000,560872,43530,
7716906,start WABOprocedure,2013-06-20 07:00:50.000,560872,43531,
7716906,article 34  WABO applies,2013-07-09 07:00:08.000,2670601,43537,
7716906,ask stakeholders views,2013-07-09 07:00:09.000,2670601,43539,
7716906,assessment of content completed,2013-07-09 07:00:10.000,2670601,43553,
7716906,by law,2013-07-09 07:00:11.000,2670601,43542,
7716906,completed subcases content,2013-07-09 07:00:12.000,2670601,43552,
7716906,coordination of application,2013-07-09 07:00:13.000,2670601,43541,
7716906,create subcases completeness,2013-07-09 07:00:14.000,2670601,43532,
7716906,create subcases present decision,2013-07-09 07:00:15.000,2670601,43545,
7716906,creating cover letter decision,2013-07-09 07:00:16.000,560890,43548,
7716906,creating environmental permit decision,2013-07-09 07:00:17.000,2670601,43556,
7716906,decision date prior to decision,2013-07-09 07:00:18.000,2670601,43543,
7716906,enrich decision,2013-07-09 07:00:19.000,2670601,43546,
7716906,enter senddate decision,2013-07-09 07:00:20.000,560890,43557,
7716906,enter senddate decision environmental permit,2013-07-09 07:00:21.000,560890,43550,
7716906,generating decision environmental permit,2013-07-09 07:00:22.000,2670601,43551,
7716906,grounds for refusal,2013-07-09 07:00:23.000,2670601,43538,
7716906,phase advice known,2013-07-09 07:00:24.000,2670601,43555,
7716906,phase application receptive,2013-07-09 07:00:25.000,2670601,43559,
7716906,phase concept decision ready,2013-07-09 07:00:26.000,2670601,43554,
7716906,phase decision ready,2013-07-09 07:00:27.000,2670601,43558,
7716906,phase decision sent,2013-07-09 07:00:28.000,560890,43561,
7716906,phase decision taken,2013-07-09 07:00:29.000,560890,43563,
7716906,procedure change,2013-07-09 07:00:30.000,2670601,43533,
7716906,procedure change,2013-07-09 07:00:31.000,2670601,43536,
7716906,register objection and appeal periods,2013-07-09 07:00:32.000,560890,43547,
7716906,request complete,2013-07-09 07:00:33.000,2670601,43534,
7716906,send letter in progress,2013-07-09 07:00:34.000,2670601,43535,
7716906,set decision phase decision permitting decided,2013-07-09 07:00:35.000,560890,43560,
7716906,set decision status,2013-07-09 07:00:36.000,2670601,43562,
7716906,start decision phase decision permitting sent,2013-07-09 07:00:37.000,560890,43549,
7716906,submit decision,2013-07-09 07:00:38.000,2670601,43544,
7716906,suspension ground applicable,2013-07-09 07:00:39.000,2670601,43540,
7716906,transcript decision environmental permit to stakeholders,2013-07-09 07:00:40.000,560890,43565,
7716906,treat subcases content,2013-07-09 07:00:41.000,2670601,43564,
7734076,register submission date request,2013-06-21 07:00:38.000,560872,43568,
7734076,OLO messaging active,2013-06-24 07:02:02.000,560872,43569,
7734076,create procedure confirmation,2013-06-24 07:02:03.000,560872,43573,
7734076,create publication document,2013-06-24 07:02:04.000,560872,43574,
7734076,forward to the competent authority,2013-06-24 07:02:05.000,560872,43571,
7734076,phase application received,2013-06-24 07:02:06.000,560872,43575,
7734076,registration date publication,2013-06-24 07:02:07.000,560872,43578,
7734076,regular procedure without MER,2013-06-24 07:02:08.000,560872,43572,
7734076,send confirmation receipt,2013-06-24 07:02:09.000,560872,43570,
7734076,send confirmation receipt,2013-06-24 07:02:10.000,560872,43576,
7734076,start WABOprocedure,2013-06-24 07:02:11.000,560872,43577,
7734076,article 33 applies,2013-08-08 07:00:26.000,3273854,43589,
7734076,article 34  WABO applies,2013-08-08 07:00:27.000,3273854,43585,
7734076,article 35 applies,2013-08-08 07:00:28.000,3273854,43590,
7734076,ask stakeholders views,2013-08-08 07:00:29.000,3273854,43587,
7734076,assessment of content completed,2013-08-08 07:00:30.000,3273854,43592,
7734076,completed subcases content,2013-08-08 07:00:31.000,3273854,43596,
7734076,create subcases completeness,2013-08-08 07:00:32.000,3273854,43580,
7734076,creating decision suspension art. 33 WABO,2013-08-08 07:00:33.000,3273854,43593,
7734076,enter date decision suspension,2013-08-08 07:00:34.000,3273854,43591,
7734076,enter senddate decision suspension,2013-08-08 07:00:35.000,3273854,43595,
7734076,grounds for refusal,2013-08-08 07:00:36.000,3273854,43586,
7734076,phase advice known,2013-08-08 07:00:37.000,3273854,43601,
7734076,phase application receptive,2013-08-08 07:00:38.000,3273854,43594,
7734076,phase decision suspended,2013-08-08 07:00:39.000,3273854,43597,
7734076,procedure change,2013-08-08 07:00:40.000,3273854,43581,
7734076,procedure change,2013-08-08 07:00:41.000,3273854,43584,
7734076,request complete,2013-08-08 07:00:42.000,3273854,43582,
7734076,send decision suspension,2013-08-08 07:00:43.000,3273854,43599,
7734076,send letter in progress,2013-08-08 07:00:44.000,3273854,43583,
7734076,set decision status,2013-08-08 07:00:45.000,3273854,43600,
7734076,suspension ground applicable,2013-08-08 07:00:46.000,3273854,43588,
7734076,treat subcases content,2013-08-08 07:00:47.000,3273854,43598,
7734076,enter senddate decision suspension,2013-08-09 07:00:02.000,3273854,43602,
7734076,set decision phase suspension decided,2013-08-09 07:00:03.000,3273854,43604,
7734076,set decision phase suspension sent,2013-08-09 07:00:04.000,3273854,43603,
7734076,enter enddate suspension art. 33 WABO,2014-01-23 08:00:12.000,2670601,43606,
7734076,set decision phase: suspension cancelled,2014-01-23 08:00:13.000,2670601,43605,
7734076,by law,2014-02-19 08:00:07.000,2670601,43609,
7734076,creating environmental permit decision,2014-02-19 08:00:08.000,2670601,43614,
7734076,decision date prior to decision,2014-02-19 08:00:09.000,2670601,43610,
7734076,enter enddate of suspension,2014-02-19 08:00:10.000,2670601,43608,
7734076,generating decision environmental permit,2014-02-19 08:00:11.000,2670601,43612,
7734076,phase decision ready,2014-02-19 08:00:12.000,2670601,43616,
7734076,phase procedure resumed,2014-02-19 08:00:13.000,2670601,43618,
7734076,refusal after suspension,2014-02-19 08:00:14.000,2670601,43607,
7734076,set decision status,2014-02-19 08:00:15.000,2670601,43615,
7734076,subcase art. 33 WABO completed,2014-02-19 08:00:16.000,2670601,43617,
7734076,submit decision,2014-02-19 08:00:17.000,2670601,43611,
7734076,treat subcase suspension art. 33 WABO,2014-02-19 08:00:18.000,2670601,43613,
7734076,creating cover letter decision,2014-02-25 08:00:09.000,560912,43620,
7734076,enter senddate decision,2014-02-25 08:00:10.000,560912,43622,
7734076,enter senddate decision environmental permit,2014-02-25 08:00:11.000,560912,43623,
7734076,phase decision sent,2014-02-25 08:00:12.000,560912,43627,
7734076,phase decision taken,2014-02-25 08:00:13.000,560912,43626,
7734076,record date of decision environmental permit,2014-02-25 08:00:14.000,560912,43621,
7734076,register objection and appeal periods,2014-02-25 08:00:15.000,560912,43619,
7734076,set decision phase decision permitting decided,2014-02-25 08:00:16.000,560912,43628,
7734076,start decision phase decision permitting sent,2014-02-25 08:00:17.000,560912,43624,
7734076,transcript decision environmental permit to stakeholders,2014-02-25 08:00:18.000,560912,43625,
7734076,set phase: phase permitting irrevocable,2014-04-09 07:00:07.000,560912,43630,
7734076,objection lodged against decision,2014-04-15 07:00:01.000,560912,43631,
7734076,phase decision irrevocable,2014-04-15 07:00:02.000,560912,43632,
7734076,read publication date field,2014-04-15 07:00:03.000,560912,43634,
7734076,read publication date field,2014-04-15 07:00:04.000,560912,43635,
7734076,stop all running subcases 2b,2014-04-15 07:00:05.000,560912,43633,
7752014,OLO messaging active,2013-06-25 07:01:54.000,560912,43637,
7752014,create procedure confirmation,2013-06-25 07:01:55.000,560912,43641,
7752014,create publication document,2013-06-25 07:01:56.000,560912,43642,
7752014,forward to the competent authority,2013-06-25 07:01:57.000,560912,43639,
7752014,phase application received,2013-06-25 07:01:58.000,560912,43646,
7752014,registration date publication,2013-06-25 07:01:59.000,560912,43644,
7752014,regular procedure without MER,2013-06-25 07:02:00.000,560912,43640,
7752014,send confirmation receipt,2013-06-25 07:02:01.000,560912,43638,
7752014,send confirmation receipt,2013-06-25 07:02:02.000,560912,43645,
7752014,start WABOprocedure,2013-06-25 07:02:03.000,560912,43643,
7752014,procedure change,2013-07-25 07:00:01.000,3273854,43649,
7752014,start WABOprocedure,2013-07-25 07:00:02.000,3273854,43651,
7752014,subcases completeness completed,2013-07-25 07:00:03.000,3273854,43652,
7752014,treat subcases completeness,2013-07-25 07:00:04.000,3273854,43650,
7752014,close case,2013-09-03 07:00:16.000,3273854,43659,
7752014,create message terminate request,2013-09-03 07:00:17.000,3273854,43657,
7752014,enter date termination request received,2013-09-03 07:00:18.000,3273854,43656,
7752014,initiative competent authority,2013-09-03 07:00:19.000,3273854,43655,
7752014,message terminate request,2013-09-03 07:00:20.000,3273854,43663,
7752014,phase archived case,2013-09-03 07:00:21.000,3273854,43658,
7752014,phase case handled,2013-09-03 07:00:22.000,3273854,43665,
7752014,phase procedure aborted,2013-09-03 07:00:23.000,3273854,43661,
7752014,phase procedure prematurely terminated,2013-09-03 07:00:24.000,3273854,43664,
7752014,read publication date field,2013-09-03 07:00:25.000,3273854,43662,
7752014,stop all running subcases 2b,2013-09-03 07:00:26.000,3273854,43660,
7752014,terminate on request,2013-09-03 07:00:27.000,3273854,43654,
7760025,register submission date request,2013-06-24 07:02:12.000,560912,43668,
7760025,OLO messaging active,2013-06-27 07:01:12.000,560912,43669,
7760025,create procedure confirmation,2013-06-27 07:01:13.000,560912,43673,
7760025,create publication document,2013-06-27 07:01:14.000,560912,43674,
7760025,forward to the competent authority,2013-06-27 07:01:15.000,560912,43671,
7760025,phase application received,2013-06-27 07:01:16.000,560912,43677,
7760025,registration date publication,2013-06-27 07:01:17.000,560912,43676,
7760025,regular procedure without MER,2013-06-27 07:01:18.000,560912,43672,
7760025,send confirmation receipt,2013-06-27 07:01:19.000,560912,43670,
7760025,send confirmation receipt,2013-06-27 07:01:20.000,560912,43678,
7760025,start WABOprocedure,2013-06-27 07:01:21.000,560912,43675,
7760025,create letter requesting missing data,2013-07-29 07:00:18.000,2670601,43684,
7760025,create subcases completeness,2013-07-29 07:00:19.000,2670601,43680,
7760025,phase asked additional information,2013-07-29 07:00:20.000,2670601,43685,
7760025,procedure change,2013-07-29 07:00:21.000,2670601,43681,
7760025,request complete,2013-07-29 07:00:22.000,2670601,43682,
7760025,retrieve missing data,2013-07-29 07:00:23.000,2670601,43686,
7760025,term for supplying missing data,2013-07-29 07:00:24.000,2670601,43683,
7760025,enter receipt of additional data,2013-08-09 07:00:05.000,2670601,43689,
7760025,phase additional information received,2013-08-09 07:00:06.000,2670601,43690,
7760025,receive additional information,2013-08-09 07:00:07.000,2670601,43688,
7760025,MER present in supplement,2013-08-12 07:00:25.000,2670601,43692,
7760025,article 34  WABO applies,2013-08-12 07:00:26.000,2670601,43697,
7760025,ask stakeholders views,2013-08-12 07:00:27.000,2670601,43699,
7760025,assessment of content completed,2013-08-12 07:00:28.000,2670601,43707,
7760025,by law,2013-08-12 07:00:29.000,2670601,43702,
7760025,completed subcases content,2013-08-12 07:00:30.000,2670601,43708,
7760025,coordination of application,2013-08-12 07:00:31.000,2670601,43701,
7760025,creating environmental permit decision,2013-08-12 07:00:32.000,2670601,43709,
7760025,decision date prior to decision,2013-08-12 07:00:33.000,2670601,43703,
7760025,grounds for refusal,2013-08-12 07:00:34.000,2670601,43698,
7760025,phase advice known,2013-08-12 07:00:35.000,2670601,43704,
7760025,phase application receptive,2013-08-12 07:00:36.000,2670601,43705,
7760025,procedure change,2013-08-12 07:00:37.000,2670601,43696,
7760025,procedure change after completeness,2013-08-12 07:00:38.000,2670601,43694,
7760025,request complete,2013-08-12 07:00:39.000,2670601,43693,
7760025,send confirmation receipt additional data,2013-08-12 07:00:40.000,2670601,43691,
7760025,send letter in progress,2013-08-12 07:00:41.000,2670601,43695,
7760025,set decision status,2013-08-12 07:00:42.000,2670601,43710,
7760025,suspension ground applicable,2013-08-12 07:00:43.000,2670601,43700,
7760025,treat subcases content,2013-08-12 07:00:44.000,2670601,43706,
7760025,creating cover letter decision,2013-08-13 07:00:05.000,560890,43713,
7760025,enter senddate decision,2013-08-13 07:00:06.000,560890,43719,
7760025,enter senddate decision environmental permit,2013-08-13 07:00:07.000,560890,43715,
7760025,generating decision environmental permit,2013-08-13 07:00:08.000,2670601,43714,
7760025,phase decision ready,2013-08-13 07:00:09.000,2670601,43717,
7760025,phase decision sent,2013-08-13 07:00:10.000,560890,43716,
7760025,phase decision taken,2013-08-13 07:00:11.000,560890,43721,
7760025,register objection and appeal periods,2013-08-13 07:00:12.000,560890,43712,
7760025,set decision phase decision permitting decided,2013-08-13 07:00:13.000,560890,43718,
7760025,submit decision,2013-08-13 07:00:14.000,2670601,43711,
7760025,transcript decision environmental permit to stakeholders,2013-08-13 07:00:15.000,560890,43720,
7760025,start decision phase decision permitting sent,2013-08-14 07:00:01.000,560890,43724,
7796069,set decision phase suspension decided,2013-06-18 07:00:29.000,2670601,43725,
7796069,register submission date request,2013-06-27 07:01:22.000,560872,43726,
7796069,OLO messaging active,2013-07-01 07:02:01.000,560872,43727,
7796069,create procedure confirmation,2013-07-01 07:02:02.000,560872,43731,
7796069,create publication document,2013-07-01 07:02:03.000,560872,43732,
7796069,forward to the competent authority,2013-07-01 07:02:04.000,560872,43729,
7796069,phase application received,2013-07-01 07:02:05.000,560872,43736,
7796069,registration date publication,2013-07-01 07:02:06.000,560872,43733,
7796069,regular procedure without MER,2013-07-01 07:02:07.000,560872,43730,
7796069,send confirmation receipt,2013-07-01 07:02:08.000,560872,43728,
7796069,send confirmation receipt,2013-07-01 07:02:09.000,560872,43734,
7796069,start WABOprocedure,2013-07-01 07:02:10.000,560872,43735,
7796069,article 34  WABO applies,2013-08-13 07:00:16.000,2670601,43742,
7796069,ask stakeholders views,2013-08-13 07:00:17.000,2670601,43744,
7796069,assessment of content completed,2013-08-13 07:00:18.000,2670601,43747,
7796069,completed subcases content,2013-08-13 07:00:19.000,2670601,43745,
7796069,create subcases completeness,2013-08-13 07:00:20.000,2670601,43737,
7796069,grounds for refusal,2013-08-13 07:00:21.000,2670601,43743,
7796069,phase advice known,2013-08-13 07:00:22.000,2670601,43746,
7796069,phase application receptive,2013-08-13 07:00:23.000,2670601,43748,
7796069,procedure change,2013-08-13 07:00:24.000,2670601,43738,
7796069,procedure change,2013-08-13 07:00:25.000,2670601,43741,
7796069,request complete,2013-08-13 07:00:26.000,2670601,43739,
7796069,send letter in progress,2013-08-13 07:00:27.000,2670601,43740,
7796069,treat subcases content,2013-08-13 07:00:28.000,2670601,43749,
7796069,article 33 applies,2013-08-16 07:00:13.000,2670601,43751,
7796069,article 35 applies,2013-08-16 07:00:14.000,2670601,43752,
7796069,by law,2013-08-16 07:00:15.000,2670601,43756,
7796069,creating decision suspension art. 33 WABO,2013-08-16 07:00:16.000,2670601,43761,
7796069,creating environmental permit decision,2013-08-16 07:00:17.000,2670601,43765,
7796069,decision date prior to decision,2013-08-16 07:00:18.000,2670601,43757,
7796069,enter date decision suspension,2013-08-16 07:00:19.000,2670601,43753,
7796069,enter enddate of suspension,2013-08-16 07:00:20.000,2670601,43755,
7796069,enter senddate decision suspension,2013-08-16 07:00:21.000,2670601,43762,
7796069,phase decision suspended,2013-08-16 07:00:22.000,2670601,43769,
7796069,phase procedure resumed,2013-08-16 07:00:23.000,2670601,43767,
7796069,refusal after suspension,2013-08-16 07:00:24.000,2670601,43754,
7796069,send decision suspension,2013-08-16 07:00:25.000,2670601,43768,
7796069,set decision phase suspension sent,2013-08-16 07:00:26.000,2670601,43763,
7796069,set decision phase: suspension cancelled,2013-08-16 07:00:27.000,2670601,43759,
7796069,set decision status,2013-08-16 07:00:28.000,2670601,43760,
7796069,set decision status,2013-08-16 07:00:29.000,2670601,43766,
7796069,subcase art. 33 WABO completed,2013-08-16 07:00:30.000,2670601,43764,
7796069,suspension ground applicable,2013-08-16 07:00:31.000,2670601,43750,
7796069,treat subcase suspension art. 33 WABO,2013-08-16 07:00:32.000,2670601,43758,
7796069,create subcases present decision,2013-08-19 07:00:05.000,2670601,43773,
7796069,enrich decision,2013-08-19 07:00:06.000,2670601,43774,
7796069,generating decision environmental permit,2013-08-19 07:00:07.000,2670601,43775,
7796069,phase concept decision ready,2013-08-19 07:00:08.000,2670601,43777,
7796069,phase decision ready,2013-08-19 07:00:09.000,2670601,43776,
7796069,submit decision,2013-08-19 07:00:10.000,2670601,43772,
7796069,continuation term to decision,2013-08-20 07:00:02.000,560890,43783,
7796069,create continuation letter,2013-08-20 07:00:03.000,560890,43785,
7796069,create suspension competent authority,2013-08-20 07:00:04.000,560890,43782,
7796069,date continuation term to decision,2013-08-20 07:00:05.000,560890,43784,
7796069,phase procedure term resumed,2013-08-20 07:00:06.000,560890,43787,
7796069,phase procedure term suspended,2013-08-20 07:00:07.000,560890,43788,
7796069,reason for suspension found,2013-08-20 07:00:08.000,560890,43779,
7796069,register suspension by competent authority,2013-08-20 07:00:09.000,560890,43780,
7796069,send suspension by competent authority,2013-08-20 07:00:10.000,560890,43786,
7796069,start date suspension competent authority,2013-08-20 07:00:11.000,560890,43781,
7796069,suspend term,2013-08-20 07:00:12.000,560890,43778,
7796069,enter senddate decision,2013-10-01 07:00:01.000,560890,43794,
7796069,enter senddate decision environmental permit,2013-10-01 07:00:02.000,560890,43792,
7796069,phase decision sent,2013-10-01 07:00:03.000,560890,43795,
7796069,phase decision taken,2013-10-01 07:00:04.000,560890,43793,
7796069,register objection and appeal periods,2013-10-01 07:00:05.000,560890,43790,
7796069,transcript decision environmental permit to stakeholders,2013-10-01 07:00:06.000,560890,43796,
7796069,enter senddate decision environmental permit,2013-10-04 07:00:41.000,560890,43797,
7796069,record date of decision environmental permit,2013-10-04 07:00:42.000,560890,43800,
7796069,set decision phase decision permitting decided,2013-10-04 07:00:43.000,560890,43798,
7796069,start decision phase decision permitting sent,2013-10-04 07:00:44.000,560890,43799,
7816439,register submission date request,2013-07-02 07:01:01.000,560872,43801,
7816439,OLO messaging active,2013-07-04 07:00:09.000,560872,43802,
7816439,create procedure confirmation,2013-07-04 07:00:10.000,560872,43806,
7816439,forward to the competent authority,2013-07-04 07:00:11.000,560872,43804,
7816439,phase application received,2013-07-04 07:00:12.000,560872,43809,
7816439,registration date publication,2013-07-04 07:00:13.000,560872,43810,
7816439,regular procedure without MER,2013-07-04 07:00:14.000,560872,43805,
7816439,send confirmation receipt,2013-07-04 07:00:15.000,560872,43803,
7816439,send confirmation receipt,2013-07-04 07:00:16.000,560872,43808,
7816439,start WABOprocedure,2013-07-04 07:00:17.000,560872,43807,
7816439,create letter requesting missing data,2013-08-01 07:00:13.000,2670601,43815,
7816439,create subcases completeness,2013-08-01 07:00:14.000,2670601,43811,
7816439,phase asked additional information,2013-08-01 07:00:15.000,2670601,43817,
7816439,procedure change,2013-08-01 07:00:16.000,2670601,43812,
7816439,request complete,2013-08-01 07:00:17.000,2670601,43813,
7816439,retrieve missing data,2013-08-01 07:00:18.000,2670601,43816,
7816439,term for supplying missing data,2013-08-01 07:00:19.000,2670601,43814,
7816439,enter receipt of additional data,2013-08-07 07:00:05.000,560912,43820,
7816439,phase additional information received,2013-08-07 07:00:06.000,560912,43821,
7816439,receive additional information,2013-08-07 07:00:07.000,560912,43819,
7816439,MER present in supplement,2013-08-13 07:00:29.000,2670601,43823,
7816439,article 34  WABO applies,2013-08-13 07:00:30.000,2670601,43828,
7816439,ask stakeholders views,2013-08-13 07:00:31.000,2670601,43830,
7816439,assessment of content completed,2013-08-13 07:00:32.000,2670601,43851,
7816439,by law,2013-08-13 07:00:33.000,2670601,43833,
7816439,completed subcases content,2013-08-13 07:00:34.000,2670601,43850,
7816439,coordination of application,2013-08-13 07:00:35.000,2670601,43832,
7816439,create subcases present decision,2013-08-13 07:00:36.000,2670601,43836,
7816439,creating cover letter decision,2013-08-13 07:00:37.000,560890,43839,
7816439,creating environmental permit decision,2013-08-13 07:00:38.000,2670601,43844,
7816439,decision date prior to decision,2013-08-13 07:00:39.000,2670601,43834,
7816439,enrich decision,2013-08-13 07:00:40.000,2670601,43837,
7816439,enter senddate decision,2013-08-13 07:00:41.000,560890,43856,
7816439,enter senddate decision environmental permit,2013-08-13 07:00:42.000,560890,43842,
7816439,generating decision environmental permit,2013-08-13 07:00:43.000,2670601,43852,
7816439,grounds for refusal,2013-08-13 07:00:44.000,2670601,43829,
7816439,phase advice known,2013-08-13 07:00:45.000,2670601,43854,
7816439,phase application receptive,2013-08-13 07:00:46.000,2670601,43843,
7816439,phase concept decision ready,2013-08-13 07:00:47.000,2670601,43847,
7816439,phase decision ready,2013-08-13 07:00:48.000,2670601,43841,
7816439,phase decision sent,2013-08-13 07:00:49.000,560890,43853,
7816439,phase decision taken,2013-08-13 07:00:50.000,560890,43840,
7816439,procedure change,2013-08-13 07:00:51.000,2670601,43827,
7816439,procedure change after completeness,2013-08-13 07:00:52.000,2670601,43825,
7816439,register objection and appeal periods,2013-08-13 07:00:53.000,560890,43838,
7816439,request complete,2013-08-13 07:00:54.000,2670601,43824,
7816439,send confirmation receipt additional data,2013-08-13 07:00:55.000,2670601,43822,
7816439,send letter in progress,2013-08-13 07:00:56.000,2670601,43826,
7816439,set decision phase decision permitting decided,2013-08-13 07:00:57.000,560890,43855,
7816439,set decision status,2013-08-13 07:00:58.000,2670601,43849,
7816439,start decision phase decision permitting sent,2013-08-13 07:00:59.000,560890,43846,
7816439,submit decision,2013-08-13 07:01:00.000,2670601,43835,
7816439,suspension ground applicable,2013-08-13 07:01:01.000,2670601,43831,
7816439,transcript decision environmental permit to stakeholders,2013-08-13 07:01:02.000,560890,43848,
7816439,treat subcases content,2013-08-13 07:01:03.000,2670601,43845,
7830722,OLO messaging active,2013-07-05 07:00:24.000,560872,43859,
7830722,send confirmation receipt_signed1,2013-07-05 07:00:24.900,560872,43859,collateral events(send confirmation receipt)
7830722,create procedure confirmation,2013-07-05 07:00:25.000,560872,43863,
7830722,send confirmation receipt_signed1,2013-07-05 07:00:25.000,560872,43863,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed2,2013-07-05 07:00:25.300,560872,43863,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed2,2013-07-05 07:00:25.800,560872,43859,collateral events(send confirmation receipt)
7830722,create publication document,2013-07-05 07:00:26.000,560872,43864,
7830722,send confirmation receipt_signed1,2013-07-05 07:00:26.400,560872,43864,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed2,2013-07-05 07:00:26.700,560872,43864,collateral events(send confirmation receipt)
7830722,forward to the competent authority,2013-07-05 07:00:27.000,560872,43861,
7830722,send confirmation receipt_signed1,2013-07-05 07:00:27.000,560872,43861,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed2,2013-07-05 07:00:27.600,560872,43861,collateral events(send confirmation receipt)
7830722,phase application received,2013-07-05 07:00:28.000,560872,43866,
7830722,send confirmation receipt_signed1,2013-07-05 07:00:28.900,560872,43866,collateral events(send confirmation receipt)
7830722,register submission date request,2013-07-05 07:00:29.000,560872,43868,
7830722,send confirmation receipt_signed2,2013-07-05 07:00:29.300,560872,43866,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed1,2013-07-05 07:00:29.500,560872,43868,collateral events(send confirmation receipt)
7830722,registration date publication,2013-07-05 07:00:30.000,560872,43865,
7830722,send confirmation receipt_signed2,2013-07-05 07:00:30.100,560872,43868,collateral events(send confirmation receipt)
7830722,send confirmation receipt_signed1,2013-07-05 07:00:30.300,560872,43865,collateral events(send confirmation receipt)
